id,playerID,year,teamName,teamID,league,round,position,games,GS,InnOuts,PO,assists,errors,DP,TP,PB,SB,CS,createdAt,updatedAt
921,moorewi01,1932,NYA,1932NYA,AL,WS,P,1,0,16,0,1,0,0,0,,,,,
922,pennohe01,1932,NYA,1932NYA,AL,WS,P,2,0,12,0,1,0,0,0,,,,,
923,pipgrge01,1932,NYA,1932NYA,AL,WS,P,1,1,24,0,0,0,0,0,,,,,
924,rootch01,1932,CHN,1932CHN,NL,WS,P,1,1,13,0,0,0,0,0,,,,,
925,ruffire01,1932,NYA,1932NYA,AL,WS,P,1,1,27,1,3,0,0,0,,,,,
926,ruthba01,1932,NYA,1932NYA,AL,WS,LF,2,2,51,4,0,0,0,0,,,,,
927,ruthba01,1932,NYA,1932NYA,AL,WS,RF,2,2,54,4,0,1,0,0,,,,,
928,seweljo01,1932,NYA,1932NYA,AL,WS,3B,4,4,108,4,6,1,1,0,,,,,
929,smithbo02,1932,CHN,1932CHN,NL,WS,P,1,0,3,0,0,0,0,0,,,,,
930,stephri01,1932,CHN,1932CHN,NL,WS,LF,4,4,102,4,0,0,0,0,,,,,
931,tinnibu01,1932,CHN,1932CHN,NL,WS,P,2,0,7,0,1,0,0,0,,,,,
932,warnelo01,1932,CHN,1932CHN,NL,WS,P,2,1,32,1,2,0,1,0,,,,,
933,bellhi01,1933,NY1,1933NY1,NL,WS,P,1,0,3,0,0,0,0,0,,,,,
934,bluegos01,1933,WS1,1933WS1,AL,WS,3B,5,5,138,3,14,0,0,0,,,,,
935,critzhu01,1933,NY1,1933NY1,NL,WS,2B,5,5,141,16,18,1,2,0,,,,,
936,cronijo01,1933,WS1,1933WS1,AL,WS,SS,5,5,138,7,15,1,3,0,,,,,
937,crowdal01,1933,WS1,1933WS1,AL,WS,P,2,2,33,0,3,0,0,0,,,,,
938,daviski01,1933,NY1,1933NY1,NL,WS,CF,5,5,132,6,0,0,0,0,,,,,
939,fitzsfr01,1933,NY1,1933NY1,NL,WS,P,1,1,21,0,1,0,0,0,,,,,
940,gosligo01,1933,WS1,1933WS1,AL,WS,LF,1,0,15,1,0,0,0,0,,,,,
941,gosligo01,1933,WS1,1933WS1,AL,WS,RF,5,5,123,8,1,0,0,0,,,,,
942,harrida01,1933,WS1,1933WS1,AL,WS,RF,1,0,15,1,0,0,0,0,,,,,
943,hubbeca01,1933,NY1,1933NY1,NL,WS,P,2,2,60,1,4,1,0,0,,,,,
944,jackstr01,1933,NY1,1933NY1,NL,WS,3B,5,5,141,3,17,1,2,0,,,,,
945,kuheljo01,1933,WS1,1933WS1,AL,WS,1B,5,5,138,59,3,0,4,0,,,,,
946,luquedo01,1933,NY1,1933NY1,NL,WS,P,1,0,13,1,0,0,0,0,,,,,
947,mancugu01,1933,NY1,1933NY1,NL,WS,C,5,5,141,32,4,0,2,0,0,,,,
948,manushe01,1933,WS1,1933WS1,AL,WS,LF,5,5,123,10,0,0,0,0,,,,,
949,mccolal01,1933,WS1,1933WS1,AL,WS,P,1,0,6,0,1,0,0,0,,,,,
950,moorejo02,1933,NY1,1933NY1,NL,WS,LF,5,5,141,13,1,0,1,0,,,,,
951,myerbu01,1933,WS1,1933WS1,AL,WS,2B,5,5,138,15,12,3,3,0,,,,,
952,ottme01,1933,NY1,1933NY1,NL,WS,RF,5,5,141,10,0,0,0,0,,,,,
953,peelho01,1933,NY1,1933NY1,NL,WS,CF,1,0,9,0,0,0,0,0,,,,,
954,russeja01,1933,WS1,1933WS1,AL,WS,P,3,0,31,1,5,0,0,0,,,,,
955,ryanbl01,1933,NY1,1933NY1,NL,WS,SS,5,5,141,9,19,1,2,0,,,,,
956,schulfr02,1933,WS1,1933WS1,AL,WS,CF,5,5,138,9,0,0,0,0,,,,,
957,schumha02,1933,NY1,1933NY1,NL,WS,P,2,2,44,0,2,0,0,0,,,,,
958,sewellu01,1933,WS1,1933WS1,AL,WS,C,5,5,138,23,2,0,0,0,0,,,,
959,stewale01,1933,WS1,1933WS1,AL,WS,P,1,1,6,0,0,0,0,0,,,,,
960,terrybi01,1933,NY1,1933NY1,NL,WS,1B,5,5,141,50,1,0,3,0,,,,,
961,thomato02,1933,WS1,1933WS1,AL,WS,P,2,0,4,0,0,0,0,0,,,,,
962,weavemo01,1933,WS1,1933WS1,AL,WS,P,1,1,31,1,5,0,0,0,,,,,
963,whiteea01,1933,WS1,1933WS1,AL,WS,P,1,1,27,0,4,0,0,0,,,,,
964,aukerel01,1934,DET,1934DET,AL,WS,P,2,2,34,0,2,0,1,0,,,,,
965,bridgto01,1934,DET,1934DET,AL,WS,P,3,2,52,0,2,0,0,0,,,,,
966,carlete01,1934,SLN,1934SLN,NL,WS,P,2,1,11,0,0,0,0,0,,,,,
967,cochrmi01,1934,DET,1934DET,AL,WS,C,7,7,192,36,5,0,1,0,0,,,,
968,colliri02,1934,SLN,1934SLN,NL,WS,1B,7,7,196,56,8,1,1,0,,,,,
969,crowdal01,1934,DET,1934DET,AL,WS,P,2,1,18,0,0,0,0,0,,,,,
970,deandi01,1934,SLN,1934SLN,NL,WS,P,3,3,78,2,2,0,0,0,,,,,
971,deanpa01,1934,SLN,1934SLN,NL,WS,P,2,2,54,0,0,1,0,0,,,,,
972,delanbi02,1934,SLN,1934SLN,NL,WS,C,7,7,196,50,6,1,1,0,0,,,,
973,doljafr01,1934,DET,1934DET,AL,WS,CF,1,0,9,1,0,0,0,0,,,,,
974,durocle01,1934,SLN,1934SLN,NL,WS,SS,7,7,193,13,17,0,1,0,,,,,
975,foxpe01,1934,DET,1934DET,AL,WS,RF,7,7,195,16,0,0,0,0,,,,,
976,friscfr01,1934,SLN,1934SLN,NL,WS,2B,7,7,196,17,26,2,1,0,,,,,
977,fullich01,1934,SLN,1934SLN,NL,WS,CF,2,1,33,5,0,1,0,0,,,,,
978,fullich01,1934,SLN,1934SLN,NL,WS,LF,1,0,12,1,0,0,0,0,,,,,
979,gehrich01,1934,DET,1934DET,AL,WS,2B,7,7,195,18,26,3,3,0,,,,,
980,gosligo01,1934,DET,1934DET,AL,WS,LF,7,7,195,20,1,2,0,0,,,,,
981,greenha01,1934,DET,1934DET,AL,WS,1B,7,7,195,60,4,1,5,0,,,,,
982,haineje01,1934,SLN,1934SLN,NL,WS,P,1,0,2,0,0,0,0,0,,,,,
983,hallabi01,1934,SLN,1934SLN,NL,WS,P,1,1,25,1,3,1,0,0,,,,,
984,haywora01,1934,DET,1934DET,AL,WS,C,1,0,3,1,0,0,0,0,0,,,,
985,hogsech01,1934,DET,1934DET,AL,WS,P,3,0,22,0,2,0,0,0,,,,,
986,marbefi01,1934,DET,1934DET,AL,WS,P,2,0,5,0,1,0,0,0,,,,,
987,martipe01,1934,SLN,1934SLN,NL,WS,3B,7,7,196,6,9,4,0,0,,,,,
988,medwijo01,1934,SLN,1934SLN,NL,WS,LF,7,7,184,9,0,0,0,0,,,,,
989,mooneji01,1934,SLN,1934SLN,NL,WS,P,1,0,3,0,1,0,0,0,,,,,
990,orsater01,1934,SLN,1934SLN,NL,WS,CF,6,6,163,16,1,2,0,0,,,,,
991,owenma01,1934,DET,1934DET,AL,WS,3B,7,7,195,9,9,2,1,0,,,,,
992,rogelbi01,1934,DET,1934DET,AL,WS,SS,7,7,195,12,16,3,4,0,,,,,
993,rothrja01,1934,SLN,1934SLN,NL,WS,RF,7,7,196,19,0,1,0,0,,,,,
994,rowesc01,1934,DET,1934DET,AL,WS,P,3,2,64,1,1,0,0,0,,,,,
995,vanceda01,1934,SLN,1934SLN,NL,WS,P,1,0,4,0,0,0,0,0,,,,,
996,walkebi01,1934,SLN,1934SLN,NL,WS,P,2,0,19,0,1,1,0,0,,,,,
997,whitebu01,1934,SLN,1934SLN,NL,WS,SS,1,0,3,1,0,0,0,0,,,,,
998,whitejo01,1934,DET,1934DET,AL,WS,CF,7,7,186,21,0,1,0,0,,,,,
999,aukerel01,1935,DET,1935DET,AL,WS,P,1,1,18,0,2,0,0,0,,,,,
1000,bridgto01,1935,DET,1935DET,AL,WS,P,2,2,54,1,5,0,1,0,,,,,
1001,carlete01,1935,CHN,1935CHN,NL,WS,P,1,1,21,0,1,0,0,0,,,,,
1002,cavarph01,1935,CHN,1935CHN,NL,WS,1B,6,6,164,59,4,1,4,0,,,,,
1003,cliftfl01,1935,DET,1935DET,AL,WS,3B,4,4,111,2,9,1,0,0,,,,,
1004,cochrmi01,1935,DET,1935DET,AL,WS,C,6,6,165,32,4,1,1,0,1,,,,
1005,crowdal01,1935,DET,1935DET,AL,WS,P,1,1,27,2,1,0,0,0,,,,,
1006,demarfr02,1935,CHN,1935CHN,NL,WS,CF,2,1,32,0,0,0,0,0,,,,,
1007,demarfr02,1935,CHN,1935CHN,NL,WS,RF,5,5,132,7,2,0,0,0,,,,,
1008,foxpe01,1935,DET,1935DET,AL,WS,RF,6,6,165,10,2,1,0,0,,,,,
1009,frencla01,1935,CHN,1935CHN,NL,WS,P,2,1,32,1,2,0,0,0,,,,,
1010,galanau01,1935,CHN,1935CHN,NL,WS,LF,6,6,164,13,1,1,0,0,,,,,
1011,gehrich01,1935,DET,1935DET,AL,WS,2B,6,6,165,14,25,0,6,0,,,,,
1012,gosligo01,1935,DET,1935DET,AL,WS,LF,6,6,165,12,0,1,0,0,,,,,
1013,greenha01,1935,DET,1935DET,AL,WS,1B,2,2,54,17,2,3,2,0,,,,,
1014,hackst01,1935,CHN,1935CHN,NL,WS,3B,6,6,158,4,10,0,0,0,,,,,
1015,hackst01,1935,CHN,1935CHN,NL,WS,SS,1,0,6,1,0,0,0,0,,,,,
1016,hartnga01,1935,CHN,1935CHN,NL,WS,C,6,6,164,33,6,0,0,0,0,,,,
1017,henshro01,1935,CHN,1935CHN,NL,WS,P,1,0,11,0,1,0,0,0,,,,,
1018,hermabi01,1935,CHN,1935CHN,NL,WS,2B,6,6,164,15,19,1,4,0,,,,,
1019,hogsech01,1935,DET,1935DET,AL,WS,P,1,0,3,1,0,0,0,0,,,,,
1020,jurgebi01,1935,CHN,1935CHN,NL,WS,SS,6,6,158,16,15,1,4,0,,,,,
1021,kleinch01,1935,CHN,1935CHN,NL,WS,CF,1,1,27,3,0,0,0,0,,,,,
1022,kleinch01,1935,CHN,1935CHN,NL,WS,RF,2,1,32,1,0,0,0,0,,,,,
1023,kowalfa01,1935,CHN,1935CHN,NL,WS,P,1,0,13,0,2,1,0,0,,,,,
1024,leebi02,1935,CHN,1935CHN,NL,WS,P,2,1,31,1,1,0,0,0,,,,,
1025,lindsfr01,1935,CHN,1935CHN,NL,WS,3B,1,0,6,1,1,1,0,0,,,,,
1026,lindsfr01,1935,CHN,1935CHN,NL,WS,CF,4,4,105,7,0,0,0,0,,,,,
1027,owenma01,1935,DET,1935DET,AL,WS,1B,4,4,111,44,5,1,4,0,,,,,
1028,owenma01,1935,DET,1935DET,AL,WS,3B,2,2,54,2,0,0,0,0,,,,,
1029,rogelbi01,1935,DET,1935DET,AL,WS,SS,6,6,165,13,12,0,6,0,,,,,
1030,rootch01,1935,CHN,1935CHN,NL,WS,P,2,1,6,0,1,0,0,0,,,,,
1031,rowesc01,1935,DET,1935DET,AL,WS,P,3,2,63,3,5,1,0,0,,,,,
1032,walkege02,1935,DET,1935DET,AL,WS,CF,1,1,27,0,0,0,0,0,,,,,
1033,warnelo01,1935,CHN,1935CHN,NL,WS,P,3,2,50,2,9,0,0,0,,,,,
1034,whitejo01,1935,DET,1935DET,AL,WS,CF,5,5,138,12,0,0,0,0,,,,,
1035,bartedi01,1936,NY1,1936NY1,NL,WS,SS,6,6,159,8,13,1,4,0,,,,,
1036,castlsl01,1936,NY1,1936NY1,NL,WS,P,1,0,13,0,0,0,0,0,,,,,
1037,coffmdi01,1936,NY1,1936NY1,NL,WS,P,2,0,5,0,2,0,0,0,,,,,
1038,crosefr01,1936,NYA,1936NYA,AL,WS,SS,6,6,162,13,14,2,2,0,,,,,
1039,danniha01,1936,NY1,1936NY1,NL,WS,C,1,0,6,3,0,1,0,0,0,,,,
1040,dickebi01,1936,NYA,1936NYA,AL,WS,C,6,6,162,38,4,1,0,0,0,,,,
1041,dimagjo01,1936,NYA,1936NYA,AL,WS,CF,6,6,162,18,0,1,0,0,,,,,
1042,fitzsfr01,1936,NY1,1936NY1,NL,WS,P,2,2,35,1,2,0,0,0,,,,,
1043,gablefr01,1936,NY1,1936NY1,NL,WS,P,2,0,15,1,0,0,0,0,,,,,
1044,gehrilo01,1936,NYA,1936NYA,AL,WS,1B,6,6,162,45,2,0,2,0,,,,,
1045,gomezle01,1936,NYA,1936NYA,AL,WS,P,2,2,46,0,3,0,0,0,,,,,
1046,gumbeha01,1936,NY1,1936NY1,NL,WS,P,2,0,6,0,0,0,0,0,,,,,
1047,hadlebu01,1936,NYA,1936NYA,AL,WS,P,1,1,24,0,3,0,0,0,,,,,
1048,hubbeca01,1936,NY1,1936NY1,NL,WS,P,2,2,48,2,2,1,0,0,,,,,
1049,jackstr01,1936,NY1,1936NY1,NL,WS,3B,6,6,153,2,8,3,1,0,,,,,
1050,koenima01,1936,NY1,1936NY1,NL,WS,2B,1,0,6,1,0,0,0,0,,,,,
1051,lazzeto01,1936,NYA,1936NYA,AL,WS,2B,6,6,162,11,17,0,1,0,,,,,
1052,leibeha01,1936,NY1,1936NY1,NL,WS,CF,2,2,48,12,1,0,1,0,,,,,
1053,malonpa02,1936,NYA,1936NYA,AL,WS,P,2,0,15,0,2,0,0,0,,,,,
1054,mancugu01,1936,NY1,1936NY1,NL,WS,C,6,6,153,40,5,0,2,0,0,,,,
1055,mayoed01,1936,NY1,1936NY1,NL,WS,3B,1,0,6,0,1,0,0,0,,,,,
1056,moorejo02,1936,NY1,1936NY1,NL,WS,LF,6,6,159,10,0,0,0,0,,,,,
1057,murphjo04,1936,NYA,1936NYA,AL,WS,P,1,0,8,0,0,0,0,0,,,,,
1058,ottme01,1936,NY1,1936NY1,NL,WS,RF,6,6,159,12,0,1,0,0,,,,,
1059,pearsmo01,1936,NYA,1936NYA,AL,WS,P,1,1,27,1,2,0,0,0,,,,,
1060,powelja03,1936,NYA,1936NYA,AL,WS,LF,6,6,162,12,0,0,0,0,,,,,
1061,ripplji01,1936,NY1,1936NY1,NL,WS,CF,5,4,111,8,0,0,0,0,,,,,
1062,rolfere01,1936,NYA,1936NYA,AL,WS,3B,6,6,162,14,7,1,0,0,,,,,
1063,ruffire01,1936,NYA,1936NYA,AL,WS,P,2,2,42,1,3,0,0,0,,,,,
1064,schumha02,1936,NY1,1936NY1,NL,WS,P,2,2,36,0,2,0,1,0,,,,,
1065,selkige01,1936,NYA,1936NYA,AL,WS,RF,6,6,162,9,0,1,0,0,,,,,
1066,smithal03,1936,NY1,1936NY1,NL,WS,P,1,0,1,0,0,0,0,0,,,,,
1067,terrybi01,1936,NY1,1936NY1,NL,WS,1B,6,6,159,45,7,0,5,0,,,,,
1068,whitebu01,1936,NY1,1936NY1,NL,WS,2B,6,6,153,14,20,0,5,0,,,,,
1069,andreiv01,1937,NYA,1937NYA,AL,WS,P,1,0,17,0,1,0,0,0,,,,,
1070,bartedi01,1937,NY1,1937NY1,NL,WS,SS,5,5,129,13,11,3,3,0,,,,,
1071,brenndo01,1937,NY1,1937NY1,NL,WS,P,2,0,9,0,0,0,0,0,,,,,
1072,chiozlo01,1937,NY1,1937NY1,NL,WS,CF,2,2,51,6,0,1,0,0,,,,,
1073,coffmdi01,1937,NY1,1937NY1,NL,WS,P,2,0,13,0,1,0,0,0,,,,,
1074,crosefr01,1937,NYA,1937NYA,AL,WS,SS,5,5,132,6,18,0,1,0,,,,,
1075,danniha01,1937,NY1,1937NY1,NL,WS,C,3,3,81,20,1,0,0,0,0,,,,
1076,dickebi01,1937,NYA,1937NYA,AL,WS,C,5,5,132,26,1,0,0,0,0,,,,
1077,dimagjo01,1937,NYA,1937NYA,AL,WS,CF,5,5,132,18,0,0,0,0,,,,,
1078,gehrilo01,1937,NYA,1937NYA,AL,WS,1B,5,5,132,50,1,0,2,0,,,,,
1079,gomezle01,1937,NYA,1937NYA,AL,WS,P,2,2,54,1,3,0,0,0,,,,,
1080,gumbeha01,1937,NY1,1937NY1,NL,WS,P,2,0,4,0,0,0,0,0,,,,,
1081,hadlebu01,1937,NYA,1937NYA,AL,WS,P,1,1,4,0,0,0,0,0,,,,,
1082,hoagmy01,1937,NYA,1937NYA,AL,WS,LF,5,5,132,11,0,0,0,0,,,,,
1083,hubbeca01,1937,NY1,1937NY1,NL,WS,P,2,2,43,0,3,0,1,0,,,,,
1084,lazzeto01,1937,NYA,1937NYA,AL,WS,2B,5,5,132,11,15,0,1,0,,,,,
1085,leibeha01,1937,NY1,1937NY1,NL,WS,CF,3,3,78,7,0,0,0,0,,,,,
1086,mancugu01,1937,NY1,1937NY1,NL,WS,C,2,2,48,8,1,0,0,0,0,,,,
1087,mccarjo03,1937,NY1,1937NY1,NL,WS,1B,5,5,129,38,1,2,4,0,,,,,
1088,meltocl01,1937,NY1,1937NY1,NL,WS,P,3,2,33,0,0,1,0,0,,,,,
1089,moorejo02,1937,NY1,1937NY1,NL,WS,LF,5,5,129,13,0,0,0,0,,,,,
1090,murphjo04,1937,NYA,1937NYA,AL,WS,P,1,0,1,0,0,0,0,0,,,,,
1091,ottme01,1937,NY1,1937NY1,NL,WS,3B,5,5,129,5,9,1,1,0,,,,,
1092,pearsmo01,1937,NYA,1937NYA,AL,WS,P,1,1,26,0,0,0,0,0,,,,,
1093,ripplji01,1937,NY1,1937NY1,NL,WS,RF,5,5,129,11,0,0,0,0,,,,,
1094,rolfere01,1937,NYA,1937NYA,AL,WS,3B,5,5,132,2,6,0,0,0,,,,,
1095,ruffire01,1937,NYA,1937NYA,AL,WS,P,1,1,27,0,2,0,0,0,,,,,
1096,schumha02,1937,NY1,1937NY1,NL,WS,P,1,1,18,0,1,0,0,0,,,,,
1097,selkige01,1937,NYA,1937NYA,AL,WS,RF,5,5,132,7,0,0,0,0,,,,,
1098,smithal03,1937,NY1,1937NY1,NL,WS,P,2,0,9,0,1,0,0,0,,,,,
1099,whitebu01,1937,NY1,1937NY1,NL,WS,2B,5,5,129,8,17,1,5,0,,,,,
1100,wickeke01,1937,NYA,1937NYA,AL,WS,P,1,0,3,0,0,0,0,0,,,,,
1101,bryancl01,1938,CHN,1938CHN,NL,WS,P,1,1,16,0,0,0,0,0,,,,,
1102,carlete01,1938,CHN,1938CHN,NL,WS,P,1,0,0,0,0,0,0,0,,,,,
1103,cavarph01,1938,CHN,1938CHN,NL,WS,RF,3,3,75,4,1,0,0,0,,,,,
1104,colliri02,1938,CHN,1938CHN,NL,WS,1B,4,4,102,38,1,0,3,0,,,,,
1105,crosefr01,1938,NYA,1938NYA,AL,WS,SS,4,4,108,16,11,1,4,0,,,,,
1106,deandi01,1938,CHN,1938CHN,NL,WS,P,2,1,25,0,2,0,0,0,,,,,
1107,demarfr02,1938,CHN,1938CHN,NL,WS,LF,2,2,51,5,0,0,0,0,,,,,
1108,demarfr02,1938,CHN,1938CHN,NL,WS,RF,1,1,27,1,0,0,0,0,,,,,
1109,dickebi01,1938,NYA,1938NYA,AL,WS,C,4,4,108,30,5,0,0,0,0,,,,
1110,dimagjo01,1938,NYA,1938NYA,AL,WS,CF,4,4,108,10,0,0,0,0,,,,,
1111,frencla01,1938,CHN,1938CHN,NL,WS,P,3,0,10,0,2,0,0,0,,,,,
1112,gehrilo01,1938,NYA,1938NYA,AL,WS,1B,4,4,108,26,3,0,4,0,,,,,
1113,gomezle01,1938,NYA,1938NYA,AL,WS,P,1,1,21,0,1,0,0,0,,,,,
1114,gordojo01,1938,NYA,1938NYA,AL,WS,2B,4,4,108,12,11,2,3,0,,,,,
1115,hackst01,1938,CHN,1938CHN,NL,WS,3B,4,4,102,4,4,0,0,0,,,,,
1116,hartnga01,1938,CHN,1938CHN,NL,WS,C,3,3,78,14,3,0,0,0,0,,,,
1117,henrito01,1938,NYA,1938NYA,AL,WS,RF,4,4,108,6,0,1,0,0,,,,,
1118,hermabi01,1938,CHN,1938CHN,NL,WS,2B,4,4,102,5,15,2,2,0,,,,,
1119,hoagmy01,1938,NYA,1938NYA,AL,WS,LF,1,1,27,1,0,0,0,0,,,,,
1120,jurgebi01,1938,CHN,1938CHN,NL,WS,SS,4,4,102,11,7,1,2,0,,,,,
1121,leebi02,1938,CHN,1938CHN,NL,WS,P,2,2,33,1,0,0,0,0,,,,,
1122,martyjo01,1938,CHN,1938CHN,NL,WS,CF,3,3,75,7,0,0,0,0,,,,,
1123,murphjo04,1938,NYA,1938NYA,AL,WS,P,1,0,6,0,0,0,0,0,,,,,
1124,odeake01,1938,CHN,1938CHN,NL,WS,C,1,1,24,5,0,0,0,0,0,,,,
1125,pageva01,1938,CHN,1938CHN,NL,WS,P,1,0,4,0,1,0,0,0,,,,,
1126,pearsmo01,1938,NYA,1938NYA,AL,WS,P,1,1,27,2,0,0,0,0,,,,,
1127,powelja03,1938,NYA,1938NYA,AL,WS,LF,1,0,3,0,0,0,0,0,,,,,
1128,reynoca01,1938,CHN,1938CHN,NL,WS,CF,1,1,27,3,0,0,0,0,,,,,
1129,reynoca01,1938,CHN,1938CHN,NL,WS,LF,2,2,51,4,0,0,0,0,,,,,
1130,rolfere01,1938,NYA,1938NYA,AL,WS,3B,4,4,108,0,4,2,0,0,,,,,
1131,rootch01,1938,CHN,1938CHN,NL,WS,P,1,0,9,0,0,0,0,0,,,,,
1132,ruffire01,1938,NYA,1938NYA,AL,WS,P,2,2,54,2,4,0,0,0,,,,,
1133,russeja01,1938,CHN,1938CHN,NL,WS,P,2,0,5,0,0,0,0,0,,,,,
1134,selkige01,1938,NYA,1938NYA,AL,WS,LF,3,3,78,3,0,0,0,0,,,,,
1135,bergewa01,1939,CIN,1939CIN,NL,WS,CF,1,0,18,3,0,0,0,0,,,,,
1136,bergewa01,1939,CIN,1939CIN,NL,WS,LF,4,4,88,5,0,0,0,0,,,,,
1137,craftha01,1939,CIN,1939CIN,NL,WS,CF,4,4,88,7,1,0,0,0,,,,,
1138,crosefr01,1939,NYA,1939NYA,AL,WS,SS,4,4,111,6,13,0,3,0,,,,,
1139,dahlgba01,1939,NYA,1939NYA,AL,WS,1B,4,4,111,41,2,0,4,0,,,,,
1140,derripa01,1939,CIN,1939CIN,NL,WS,P,2,2,46,2,0,0,0,0,,,,,
1141,dickebi01,1939,NYA,1939NYA,AL,WS,C,4,4,111,27,2,0,1,0,0,,,,
1142,dimagjo01,1939,NYA,1939NYA,AL,WS,CF,4,4,111,11,0,0,0,0,,,,,
1143,freylo01,1939,CIN,1939CIN,NL,WS,2B,4,4,106,8,10,0,0,0,,,,,
1144,gomezle01,1939,NYA,1939NYA,AL,WS,P,1,1,3,0,0,0,0,0,,,,,
1145,goodmiv01,1939,CIN,1939CIN,NL,WS,RF,4,4,106,11,2,1,0,0,,,,,
1146,gordojo01,1939,NYA,1939NYA,AL,WS,2B,4,4,111,6,13,0,4,0,,,,,
1147,grissle01,1939,CIN,1939CIN,NL,WS,P,1,0,4,0,0,0,0,0,,,,,
1148,hadlebu01,1939,NYA,1939NYA,AL,WS,P,1,0,24,1,1,1,0,0,,,,,
1149,hershwi01,1939,CIN,1939CIN,NL,WS,C,2,0,9,1,0,0,0,0,0,,,,
1150,hildeor01,1939,NYA,1939NYA,AL,WS,P,1,1,12,0,0,0,0,0,,,,,
1151,kellech01,1939,NYA,1939NYA,AL,WS,RF,4,4,111,5,0,0,0,0,,,,,
1152,lombaer01,1939,CIN,1939CIN,NL,WS,C,4,4,97,22,1,1,0,0,0,,,,
1153,mccorfr01,1939,CIN,1939CIN,NL,WS,1B,4,4,106,32,2,0,1,0,,,,,
1154,moorewh01,1939,CIN,1939CIN,NL,WS,P,1,0,9,0,2,0,0,0,,,,,
1155,murphjo04,1939,NYA,1939NYA,AL,WS,P,1,0,10,0,3,0,0,0,,,,,
1156,myersbi01,1939,CIN,1939CIN,NL,WS,SS,4,4,106,9,9,2,1,0,,,,,
1157,pearsmo01,1939,NYA,1939NYA,AL,WS,P,1,1,27,0,5,0,0,0,,,,,
1158,rolfere01,1939,NYA,1939NYA,AL,WS,3B,4,4,111,4,8,1,2,0,,,,,
1159,ruffire01,1939,NYA,1939NYA,AL,WS,P,1,1,27,0,3,0,1,0,,,,,
1160,selkige01,1939,NYA,1939NYA,AL,WS,LF,4,4,111,10,0,0,0,0,,,,,
1161,simmoal01,1939,CIN,1939CIN,NL,WS,LF,1,0,18,3,0,0,0,0,,,,,
1162,sundrst01,1939,NYA,1939NYA,AL,WS,P,1,0,8,0,0,0,0,0,,,,,
1163,thompju01,1939,CIN,1939CIN,NL,WS,P,1,1,14,0,0,0,0,0,,,,,
1164,waltebu01,1939,CIN,1939CIN,NL,WS,P,2,1,33,0,3,0,1,0,,,,,
1165,werbebi01,1939,CIN,1939CIN,NL,WS,3B,4,4,106,3,6,0,0,0,,,,,
1166,arnovmo01,1940,CIN,1940CIN,NL,WS,LF,1,0,9,2,0,0,0,0,,,,,
1167,bakerbi01,1940,CIN,1940CIN,NL,WS,C,3,0,21,7,0,1,1,0,0,,,,
1168,bartedi01,1940,DET,1940DET,AL,WS,SS,7,7,177,12,11,1,2,0,,,,,
1169,beggsjo01,1940,CIN,1940CIN,NL,WS,P,1,0,3,0,0,0,0,0,,,,,
1170,bridgto01,1940,DET,1940DET,AL,WS,P,1,1,27,0,1,0,0,0,,,,,
1171,campbbr01,1940,DET,1940DET,AL,WS,RF,7,7,180,17,0,0,0,0,,,,,
1172,croucfr01,1940,DET,1940DET,AL,WS,SS,1,0,3,0,0,0,0,0,,,,,
1173,derripa01,1940,CIN,1940CIN,NL,WS,P,3,3,58,0,5,0,1,0,,,,,
1174,freylo01,1940,CIN,1940CIN,NL,WS,2B,1,0,6,0,1,0,0,0,,,,,
1175,gehrich01,1940,DET,1940DET,AL,WS,2B,7,7,180,18,18,0,3,0,,,,,
1176,goodmiv01,1940,CIN,1940CIN,NL,WS,RF,7,7,183,11,0,0,0,0,,,,,
1177,gorsijo01,1940,DET,1940DET,AL,WS,P,2,0,34,0,6,0,1,0,,,,,
1178,greenha01,1940,DET,1940DET,AL,WS,LF,7,7,180,12,0,0,0,0,,,,,
1179,higgipi01,1940,DET,1940DET,AL,WS,3B,7,7,180,4,30,2,1,0,,,,,
1180,hutchfr01,1940,DET,1940DET,AL,WS,P,1,0,3,0,0,0,0,0,,,,,
1181,hutchjo02,1940,CIN,1940CIN,NL,WS,P,1,0,3,0,1,0,0,0,,,,,
1182,joosted01,1940,CIN,1940CIN,NL,WS,2B,7,7,177,14,11,0,6,0,,,,,
1183,lombaer01,1940,CIN,1940CIN,NL,WS,C,1,1,21,4,0,0,0,0,0,,,,
1184,mccorfr01,1940,CIN,1940CIN,NL,WS,1B,7,7,183,59,5,1,8,0,,,,,
1185,mccormi02,1940,CIN,1940CIN,NL,WS,CF,7,7,183,23,1,1,0,0,,,,,
1186,mccosba01,1940,DET,1940DET,AL,WS,CF,7,7,180,19,0,0,0,0,,,,,
1187,mckaiar01,1940,DET,1940DET,AL,WS,P,1,0,9,0,1,0,0,0,,,,,
1188,moorewh01,1940,CIN,1940CIN,NL,WS,P,3,0,25,0,1,0,0,0,,,,,
1189,myersbi01,1940,CIN,1940CIN,NL,WS,SS,7,7,183,14,17,3,5,0,,,,,
1190,newsobo01,1940,DET,1940DET,AL,WS,P,3,3,78,2,0,0,0,0,,,,,
1191,riddlel01,1940,CIN,1940CIN,NL,WS,P,1,0,3,0,0,0,0,0,,,,,
1192,ripplji01,1940,CIN,1940CIN,NL,WS,LF,7,7,174,14,0,0,0,0,,,,,
1193,rowesc01,1940,DET,1940DET,AL,WS,P,2,2,11,0,1,0,0,0,,,,,
