id,year,league,team,teamID,parkID,spanFirst,spanLast,games,openings,attendance,createdAt,updatedAt
2300,1994,AL,BAL,1994BAL,BAL12,4/4/94,7/31/94,55,54,2535359,,
2301,1994,AL,BOS,1994BOS,BOS07,4/4/94,8/7/94,64,61,1775541,,
2302,1994,AL,CAL,1994CAL,ANA01,4/11/94,8/10/94,63,63,1512622,,
2303,1994,AL,CHA,1994CHA,CHI12,4/8/94,7/31/94,53,53,1697448,,
2304,1994,NL,CHN,1994CHN,CHI11,4/4/94,8/10/94,59,58,1845278,,
2305,1994,NL,CIN,1994CIN,CIN08,4/3/94,8/11/94,60,60,1897591,,
2306,1994,AL,CLE,1994CLE,CLE08,4/4/94,8/4/94,51,51,1995474,,
2307,1994,NL,COL,1994COL,DEN01,4/4/94,8/11/94,57,56,3281464,,
2308,1994,AL,DET,1994DET,DET04,4/11/94,8/11/94,58,57,1184783,,
2309,1994,NL,FLO,1994FLO,MIA01,4/12/94,8/11/94,59,59,1942377,,
2310,1994,NL,HOU,1994HOU,HOU02,4/4/94,8/11/94,59,59,1560970,,
2311,1994,AL,KCA,1994KCA,KAN06,4/8/94,8/7/94,59,57,1400581,,
2312,1994,NL,LAN,1994LAN,LOS03,4/5/94,8/4/94,55,55,2280140,,
2313,1994,AL,ML4,1994ML4,MIL05,4/5/94,8/7/94,56,56,1268398,,
2314,1994,AL,MIN,1994MIN,MIN03,4/5/94,8/10/94,59,59,1398565,,
2315,1994,NL,MON,1994MON,MON02,4/8/94,8/4/94,52,52,1276250,,
2316,1994,AL,NYA,1994NYA,NYC16,4/4/94,8/11/94,57,57,1681507,,
2317,1994,NL,NYN,1994NYN,NYC17,4/11/94,8/7/94,53,52,1152161,,
2318,1994,AL,OAK,1994OAK,OAK01,4/11/94,8/11/94,56,56,1240920,,
2319,1994,NL,PHI,1994PHI,PHI12,4/11/94,8/11/94,60,58,2289963,,
2320,1994,NL,PIT,1994PIT,PIT07,4/8/94,8/11/94,61,60,1222579,,
2321,1994,NL,SDN,1994SDN,SAN01,4/4/94,7/31/94,57,57,953886,,
2322,1994,AL,SEA,1994SEA,SEA02,4/11/94,7/18/94,44,44,1102288,,
2323,1994,NL,SFN,1994SFN,SFO02,4/4/94,8/3/94,60,59,1704317,,
2324,1994,NL,SLN,1994SLN,STL09,4/12/94,7/31/94,56,54,1839098,,
2325,1994,AL,TEX,1994TEX,ARL02,4/11/94,8/10/94,63,62,2502662,,
2326,1994,AL,TOR,1994TOR,TOR02,4/4/94,8/10/94,59,59,2907949,,
2327,1995,NL,ATL,1995ATL,ATL01,4/26/95,9/24/95,72,72,2564492,,
2328,1995,AL,BAL,1995BAL,BAL12,5/1/95,10/1/95,72,72,3101759,,
2329,1995,AL,BOS,1995BOS,BOS07,4/26/95,9/27/95,72,72,2164401,,
2330,1995,AL,CAL,1995CAL,ANA01,4/26/95,10/1/95,72,72,1748797,,
2331,1995,AL,CHA,1995CHA,CHI12,4/27/95,10/1/95,72,71,1609775,,
2332,1995,NL,CHN,1995CHN,CHI11,4/28/95,10/1/95,72,71,1917546,,
2333,1995,NL,CIN,1995CIN,CIN08,4/26/95,9/20/95,72,71,1830015,,
2334,1995,AL,CLE,1995CLE,CLE08,5/5/95,10/1/95,72,71,2842722,,
2335,1995,NL,COL,1995COL,DEN02,4/26/95,10/1/95,72,72,3402209,,
2336,1995,AL,DET,1995DET,DET04,5/2/95,9/21/95,72,71,1180979,,
2337,1995,NL,FLO,1995FLO,MIA01,4/25/95,10/1/95,71,70,1697414,,
2338,1995,NL,HOU,1995HOU,HOU02,4/28/95,9/27/95,72,71,1392683,,
2339,1995,AL,KCA,1995KCA,KAN06,4/26/95,9/28/95,72,70,1237203,,
2340,1995,NL,LAN,1995LAN,LOS03,4/28/95,9/27/95,72,72,2766628,,
2341,1995,AL,ML4,1995ML4,MIL05,4/26/95,10/1/95,72,71,1088220,,
2342,1995,AL,MIN,1995MIN,MIN03,4/27/95,9/28/95,72,72,1057668,,
2343,1995,NL,MON,1995MON,MON02,5/2/95,10/1/95,72,72,1308618,,
2344,1995,AL,NYA,1995NYA,NYC16,4/26/95,9/24/95,73,70,1709199,,
2345,1995,NL,NYN,1995NYN,NYC17,4/28/95,10/1/95,72,71,1273186,,
2346,1995,AL,OAK,1995OAK,OAK01,5/5/95,9/20/95,72,71,1174441,,
2347,1995,NL,PHI,1995PHI,PHI12,4/28/95,9/27/95,72,71,2048588,,
2348,1995,NL,PIT,1995PIT,PIT07,4/26/95,9/20/95,72,70,911536,,
2349,1995,NL,SDN,1995SDN,SAN01,4/26/95,10/1/95,72,71,1052995,,
2350,1995,AL,SEA,1995SEA,SEA02,4/27/95,10/2/95,73,73,1640379,,
2351,1995,NL,SFN,1995SFN,SFO02,4/28/95,9/27/95,72,72,1231591,,
2352,1995,NL,SLN,1995SLN,STL09,4/26/95,10/1/95,72,72,1756061,,
2353,1995,AL,TEX,1995TEX,ARL02,4/27/95,10/1/95,72,72,1985910,,
2354,1995,AL,TOR,1995TOR,TOR02,4/26/95,10/1/95,72,72,2826445,,
2355,1996,NL,ATL,1996ATL,ATL01,4/1/96,9/23/96,81,81,2898806,,
2356,1996,AL,BAL,1996BAL,BAL12,4/2/96,9/23/96,82,81,3654764,,
2357,1996,AL,BOS,1996BOS,BOS07,4/9/96,9/29/96,81,81,2315349,,
2358,1996,AL,CAL,1996CAL,ANA01,4/2/96,9/25/96,81,81,1820183,,
2359,1996,AL,CHA,1996CHA,CHI12,4/9/96,9/25/96,81,79,1666025,,
2360,1996,NL,CHN,1996CHN,CHI11,4/1/96,9/29/96,81,78,2219110,,
2361,1996,NL,CIN,1996CIN,CIN08,4/2/96,9/26/96,81,76,1871459,,
2362,1996,AL,CLE,1996CLE,CLE08,4/2/96,9/25/96,80,79,3320078,,
2363,1996,NL,COL,1996COL,DEN02,4/8/96,9/29/96,81,81,3906328,,
2364,1996,AL,DET,1996DET,DET04,4/9/96,9/29/96,81,81,1168610,,
2365,1996,NL,FLO,1996FLO,MIA01,4/1/96,9/26/96,81,80,1753706,,
2366,1996,NL,HOU,1996HOU,HOU02,4/1/96,9/29/96,81,81,1977715,,
2367,1996,AL,KCA,1996KCA,KAN06,4/5/96,9/29/96,80,80,1436006,,
2368,1996,NL,LAN,1996LAN,LOS03,4/8/96,9/29/96,81,81,3188454,,
2369,1996,AL,ML4,1996ML4,MIL05,4/9/96,9/22/96,81,78,1327150,,
2370,1996,AL,MIN,1996MIN,MIN03,4/1/96,9/29/96,82,80,1437446,,
2371,1996,NL,MON,1996MON,MON02,4/5/96,9/29/96,81,81,1618571,,
2372,1996,AL,NYA,1996NYA,NYC16,4/9/96,9/25/96,80,78,2255051,,
2373,1996,NL,NYN,1996NYN,NYC17,4/1/96,9/29/96,81,78,1582648,,
2374,1996,AL,OAK,1996OAK,LAS01,4/1/96,4/7/96,6,6,54986,,
2375,1996,AL,OAK,1996OAK,OAK01,4/19/96,9/29/96,75,74,1132362,,
2376,1996,NL,PHI,1996PHI,PHI12,4/2/96,9/26/96,81,78,1796354,,
2377,1996,NL,PIT,1996PIT,PIT07,4/8/96,9/25/96,80,78,1322079,,
2378,1996,NL,SDN,1996SDN,MNT01,8/16/96,8/18/96,3,3,67382,,
2379,1996,NL,SDN,1996SDN,SAN01,4/8/96,9/25/96,78,78,2140536,,
2380,1996,AL,SEA,1996SEA,SEA02,3/31/96,9/22/96,81,81,2721073,,
2381,1996,NL,SFN,1996SFN,SFO02,4/12/96,9/22/96,82,80,1418722,,
2382,1996,NL,SLN,1996SLN,STL09,4/8/96,9/29/96,81,81,2645824,,
2383,1996,AL,TEX,1996TEX,ARL02,4/1/96,9/29/96,81,80,2889040,,
2384,1996,AL,TOR,1996TOR,TOR02,4/9/96,9/29/96,81,81,2559910,,
2385,1997,AL,ANA,1997ANA,ANA01,4/2/97,9/28/97,82,81,1774702,,
2386,1997,NL,ATL,1997ATL,ATL02,4/4/97,9/22/97,81,81,3447608,,
2387,1997,AL,BAL,1997BAL,BAL12,4/2/97,9/22/97,81,80,3692388,,
2388,1997,AL,BOS,1997BOS,BOS07,4/11/97,9/21/97,81,80,2223602,,
2389,1997,AL,CHA,1997CHA,CHI12,4/4/97,9/28/97,81,78,1865052,,
2390,1997,NL,CHN,1997CHN,CHI11,4/8/97,9/21/97,81,79,2189948,,
2391,1997,NL,CIN,1997CIN,CIN08,4/1/97,9/22/97,81,80,1790058,,
2392,1997,AL,CLE,1997CLE,CLE08,4/11/97,9/28/97,81,80,3394750,,
2393,1997,NL,COL,1997COL,DEN02,4/7/97,9/28/97,81,81,3893433,,
2394,1997,AL,DET,1997DET,DET04,4/7/97,9/28/97,81,79,1395413,,
2395,1997,NL,FLO,1997FLO,MIA01,4/1/97,9/22/97,81,80,2352567,,
2396,1997,NL,HOU,1997HOU,HOU02,4/1/97,9/28/97,81,81,2046275,,
2397,1997,AL,KCA,1997KCA,KAN06,4/7/97,9/21/97,80,77,1526638,,
2398,1997,NL,LAN,1997LAN,LOS03,4/1/97,9/24/97,81,81,3319320,,
2399,1997,AL,ML4,1997ML4,MIL05,4/7/97,9/28/97,80,78,1450029,,
2400,1997,AL,MIN,1997MIN,MIN03,4/1/97,9/22/97,81,81,1413064,,
2401,1997,NL,MON,1997MON,MON02,4/1/97,9/28/97,81,81,1507166,,
2402,1997,AL,NYA,1997NYA,NYC16,4/11/97,9/22/97,80,78,2581043,,
2403,1997,NL,NYN,1997NYN,NYC17,4/13/97,9/28/97,81,78,1775201,,
2404,1997,AL,OAK,1997OAK,OAK01,4/2/97,9/24/97,81,79,1260565,,
2405,1997,NL,PHI,1997PHI,PHI12,4/11/97,9/28/97,81,77,1490542,,
2406,1997,NL,PIT,1997PIT,PIT07,4/11/97,9/22/97,81,80,1694633,,
2407,1997,NL,SDN,1997SDN,HON01,4/19/97,4/20/97,3,2,77432,,
2408,1997,NL,SDN,1997SDN,SAN01,4/1/97,9/22/97,78,78,2011901,,
2409,1997,AL,SEA,1997SEA,SEA02,4/1/97,9/28/97,81,81,3197054,,
2410,1997,NL,SFN,1997SFN,SFO02,4/1/97,9/28/97,81,80,1696583,,
2411,1997,NL,SLN,1997SLN,STL09,4/8/97,9/28/97,81,81,2654568,,
2412,1997,AL,TEX,1997TEX,ARL02,4/1/97,9/21/97,81,80,2923590,,
2413,1997,AL,TOR,1997TOR,TOR02,4/1/97,9/28/97,81,81,2589317,,
2414,1998,AL,ANA,1998ANA,ANA01,4/1/98,9/23/98,81,81,2519280,,
2415,1998,NL,ARI,1998ARI,PHO01,3/31/98,9/27/98,81,81,3604237,,
2416,1998,NL,ATL,1998ATL,ATL02,3/31/98,9/27/98,81,81,3361350,,
2417,1998,AL,BAL,1998BAL,BAL12,3/31/98,9/20/98,81,81,3684560,,
2418,1998,AL,BOS,1998BOS,BOS07,4/10/98,9/27/98,81,80,2343930,,
2419,1998,AL,CHA,1998CHA,CHI12,4/6/98,9/20/98,82,79,1391146,,
2420,1998,NL,CHN,1998CHN,CHI11,4/3/98,9/28/98,82,80,2623000,,
2421,1998,NL,CIN,1998CIN,CIN08,3/31/98,9/27/98,81,81,1793676,,
2422,1998,AL,CLE,1998CLE,CLE08,4/10/98,9/20/98,81,81,3467299,,
2423,1998,NL,COL,1998COL,DEN02,4/7/98,9/27/98,81,81,3791276,,
2424,1998,AL,DET,1998DET,DET04,4/7/98,9/20/98,81,79,1409391,,
2425,1998,NL,FLO,1998FLO,MIA01,3/31/98,9/27/98,81,79,1750395,,
2426,1998,NL,HOU,1998HOU,HOU02,3/31/98,9/27/98,81,80,2450451,,
2427,1998,AL,KCA,1998KCA,KAN06,4/7/98,9/27/98,80,79,1494875,,
2428,1998,NL,LAN,1998LAN,LOS03,4/7/98,9/27/98,81,81,3089222,,
2429,1998,NL,MIL,1998MIL,MIL05,4/7/98,9/23/98,81,79,1811548,,
2430,1998,AL,MIN,1998MIN,MIN03,4/3/98,9/27/98,81,81,1165980,,
2431,1998,NL,MON,1998MON,MON02,4/1/98,9/16/98,81,81,914909,,
2432,1998,AL,NYA,1998NYA,NYC16,4/10/98,9/27/98,80,79,2908991,,
2433,1998,AL,NYA,1998NYA,NYC17,4/15/98,4/15/98,1,1,40743,,
2434,1998,NL,NYN,1998NYN,NYC17,3/31/98,9/23/98,81,77,2287942,,
2435,1998,AL,OAK,1998OAK,OAK01,4/1/98,9/27/98,81,79,1232363,,
2436,1998,NL,PHI,1998PHI,PHI12,4/7/98,9/20/98,81,79,1715702,,
2437,1998,NL,PIT,1998PIT,PIT07,4/7/98,9/20/98,81,80,1560950,,
2438,1998,NL,SDN,1998SDN,SAN01,4/7/98,9/20/98,81,79,2555964,,
2439,1998,AL,SEA,1998SEA,SEA02,3/31/98,9/27/98,81,81,2651511,,
2440,1998,NL,SFN,1998SFN,SFO02,4/7/98,9/24/98,81,80,1925634,,
2441,1998,NL,SLN,1998SLN,STL09,3/31/98,9/27/98,82,80,3195651,,
2442,1998,AL,TBA,1998TBA,STP01,3/31/98,9/20/98,81,81,2506023,,
2443,1998,AL,TEX,1998TEX,ARL02,3/31/98,9/20/98,81,81,2927409,,
2444,1998,AL,TOR,1998TOR,TOR02,4/1/98,9/27/98,81,81,2454303,,
2445,1999,AL,ANA,1999ANA,ANA01,4/6/99,10/3/99,81,81,2253040,,
2446,1999,NL,ARI,1999ARI,PHO01,4/12/99,10/3/99,81,81,3015948,,
2447,1999,NL,ATL,1999ATL,ATL02,4/5/99,10/3/99,81,81,3284901,,
2448,1999,AL,BAL,1999BAL,BAL12,4/5/99,10/3/99,81,80,3432099,,
2449,1999,AL,BOS,1999BOS,BOS07,4/13/99,9/27/99,81,81,2446277,,
2450,1999,AL,CHA,1999CHA,CHI12,4/9/99,10/3/99,81,76,1338851,,
2451,1999,NL,CHN,1999CHN,CHI11,4/12/99,9/26/99,81,78,2813854,,
2452,1999,NL,CIN,1999CIN,CIN08,4/5/99,10/4/99,82,82,2061324,,
2453,1999,AL,CLE,1999CLE,CLE08,4/12/99,10/3/99,81,81,3468436,,
2454,1999,NL,COL,1999COL,DEN02,4/12/99,10/3/99,81,81,3481065,,
2455,1999,AL,DET,1999DET,DET04,4/12/99,9/27/99,81,81,2026491,,
2456,1999,NL,FLO,1999FLO,MIA01,4/5/99,9/26/99,80,78,1369420,,
2457,1999,NL,HOU,1999HOU,HOU02,4/6/99,10/3/99,82,81,2706017,,
2458,1999,AL,KCA,1999KCA,KAN06,4/5/99,10/2/99,80,78,1501292,,
2459,1999,NL,LAN,1999LAN,LOS03,4/5/99,9/26/99,81,81,3098990,,
2460,1999,NL,MIL,1999MIL,MIL05,4/16/99,10/3/99,80,78,1701790,,
2461,1999,AL,MIN,1999MIN,MIN03,4/6/99,9/30/99,81,81,1202829,,
2462,1999,NL,MON,1999MON,MON02,4/8/99,9/29/99,81,81,772737,,
2463,1999,AL,NYA,1999NYA,NYC16,4/9/99,9/27/99,81,81,3293259,,
2464,1999,NL,NYN,1999NYN,NYC17,4/12/99,10/3/99,81,79,2726008,,
2465,1999,AL,OAK,1999OAK,OAK01,4/5/99,10/3/99,81,81,1434632,,
2466,1999,NL,PHI,1999PHI,PHI12,4/12/99,10/3/99,81,80,1825337,,
2467,1999,NL,PIT,1999PIT,PIT07,4/5/99,9/22/99,81,80,1638023,,
2468,1999,NL,SDN,1999SDN,MNT01,4/4/99,4/4/99,1,1,27104,,
2469,1999,NL,SDN,1999SDN,SAN01,4/6/99,9/22/99,80,80,2496434,,
2470,1999,AL,SEA,1999SEA,SEA02,4/5/99,6/27/99,39,39,1099404,,
2471,1999,AL,SEA,1999SEA,SEA03,7/15/99,9/26/99,42,42,1816504,,
2472,1999,NL,SFN,1999SFN,SFO02,4/8/99,9/30/99,81,81,2078365,,
2473,1999,NL,SLN,1999SLN,STL09,4/5/99,10/3/99,80,79,3235833,,
2474,1999,AL,TBA,1999TBA,STP01,4/9/99,10/3/99,81,81,1749657,,
2475,1999,AL,TEX,1999TEX,ARL02,4/5/99,9/30/99,81,80,2774501,,
2476,1999,AL,TOR,1999TOR,TOR02,4/12/99,9/26/99,81,81,2163486,,
2477,2000,AL,ANA,2000ANA,ANA01,4/3/00,10/1/00,81,81,2066982,,
2478,2000,NL,ARI,2000ARI,PHO01,4/4/00,10/1/00,81,81,2942251,,
2479,2000,NL,ATL,2000ATL,ATL02,4/3/00,10/1/00,81,81,3234304,,
2480,2000,AL,BAL,2000BAL,BAL12,4/3/00,10/1/00,81,81,3297031,,
2481,2000,AL,BOS,2000BOS,BOS07,4/11/00,9/24/00,81,81,2585895,,
2482,2000,AL,CHA,2000CHA,CHI12,4/14/00,10/1/00,81,81,1971446,,
2483,2000,NL,CHN,2000CHN,CHI11,4/10/00,9/28/00,80,79,2734511,,
2484,2000,NL,CHN,2000CHN,TOK01,3/30/00,3/30/00,1,1,55000,,
2485,2000,NL,CIN,2000CIN,CIN08,4/3/00,9/24/00,82,82,2594132,,
2486,2000,AL,CLE,2000CLE,CLE08,4/14/00,10/1/00,81,81,3456278,,
2487,2000,NL,COL,2000COL,DEN02,4/10/00,9/28/00,81,81,3295129,,
2488,2000,AL,DET,2000DET,DET05,4/11/00,10/1/00,81,81,2533753,,
2489,2000,NL,FLO,2000FLO,MIA01,4/3/00,10/1/00,81,80,1218326,,
2490,2000,NL,HOU,2000HOU,HOU03,4/7/00,10/1/00,81,81,3056139,,
2491,2000,AL,KCA,2000KCA,KAN06,4/7/00,9/28/00,81,81,1677915,,
2492,2000,NL,LAN,2000LAN,LOS03,4/14/00,9/28/00,81,81,3011539,,
2493,2000,NL,MIL,2000MIL,MIL05,4/10/00,9/28/00,81,79,1573621,,
2494,2000,AL,MIN,2000MIN,MIN03,4/3/00,9/24/00,81,81,1059415,,
2495,2000,NL,MON,2000MON,MON02,4/3/00,9/25/00,81,81,926272,,
2496,2000,AL,NYA,2000NYA,NYC16,4/12/00,9/25/00,80,80,3227657,,
2497,2000,NL,NYN,2000NYN,NYC17,4/3/00,10/1/00,80,77,2765530,,
2498,2000,NL,NYN,2000NYN,TOK01,3/29/00,3/29/00,1,1,55000,,
2499,2000,AL,OAK,2000OAK,OAK01,4/3/00,10/1/00,81,81,1728885,,
2500,2000,NL,PHI,2000PHI,PHI12,4/10/00,9/24/00,81,80,1612769,,
2501,2000,NL,PIT,2000PIT,PIT07,4/4/00,10/1/00,81,79,1748908,,
2502,2000,NL,SDN,2000SDN,SAN01,4/10/00,10/1/00,81,81,2423142,,
2503,2000,AL,SEA,2000SEA,SEA03,4/4/00,9/28/00,81,81,3148317,,
2504,2000,NL,SFN,2000SFN,SFO03,4/11/00,9/24/00,81,81,3315330,,
2505,2000,NL,SLN,2000SLN,STL09,4/3/00,10/1/00,81,81,3336493,,
2506,2000,AL,TBA,2000TBA,STP01,4/7/00,10/1/00,80,80,1549592,,
2507,2000,AL,TEX,2000TEX,ARL02,4/3/00,9/24/00,81,80,2800075,,
2508,2000,AL,TOR,2000TOR,TOR02,4/3/00,9/25/00,81,81,1819919,,
2509,2001,AL,ANA,2001ANA,ANA01,4/10/01,10/7/01,81,81,1998319,,
2510,2001,NL,ARI,2001ARI,PHO01,4/6/01,10/4/01,81,81,2735821,,
2511,2001,NL,ATL,2001ATL,ATL02,4/3/01,10/7/01,81,81,2823494,,
2512,2001,AL,BAL,2001BAL,BAL12,4/2/01,10/6/01,80,80,3094841,,
2513,2001,AL,BOS,2001BOS,BOS07,4/6/01,9/27/01,81,81,2625333,,
2514,2001,AL,CHA,2001CHA,CHI12,4/6/01,9/27/01,81,80,1766172,,
2515,2001,NL,CHN,2001CHN,CHI11,4/2/01,10/7/01,81,79,2779465,,
2516,2001,NL,CIN,2001CIN,CIN08,4/2/01,10/7/01,81,79,1879757,,
2517,2001,AL,CLE,2001CLE,CLE08,4/2/01,9/30/01,80,80,3182523,,
2518,2001,NL,COL,2001COL,DEN02,4/2/01,9/30/01,81,81,3168579,,
2519,2001,AL,DET,2001DET,DET05,4/3/01,10/7/01,81,80,1920995,,
2520,2001,NL,FLO,2001FLO,MIA01,4/2/01,10/4/01,80,80,1261216,,
2521,2001,NL,HOU,2001HOU,HOU03,4/3/01,10/4/01,81,81,2906277,,
2522,2001,AL,KCA,2001KCA,KAN06,4/6/01,10/4/01,81,81,1536101,,
2523,2001,NL,LAN,2001LAN,LOS03,4/2/01,9/26/01,81,81,3017143,,
2524,2001,NL,MIL,2001MIL,MIL06,4/6/01,10/7/01,81,81,2811040,,
2525,2001,AL,MIN,2001MIN,MIN03,4/9/01,10/7/01,81,80,1782926,,
2526,2001,NL,MON,2001MON,MON02,4/6/01,9/27/01,81,81,642743,,
2527,2001,AL,NYA,2001NYA,NYC16,4/2/01,10/3/01,80,80,3264847,,
2528,2001,NL,NYN,2001NYN,NYC17,4/9/01,10/7/01,81,81,2658330,,
2529,2001,AL,OAK,2001OAK,OAK01,4/6/01,10/3/01,81,81,2133477,,
2530,2001,NL,PHI,2001PHI,PHI12,4/6/01,9/27/01,81,78,1792054,,
2531,2001,NL,PIT,2001PIT,PIT08,4/9/01,9/26/01,81,79,2435868,,
2532,2001,NL,SDN,2001SDN,SAN01,4/10/01,10/7/01,81,80,2378148,,
2533,2001,AL,SEA,2001SEA,SEA03,4/2/01,10/7/01,81,81,3512326,,
2534,2001,NL,SFN,2001SFN,SFO03,4/2/01,10/7/01,81,81,3311000,,
2535,2001,NL,SLN,2001SLN,STL09,4/9/01,10/7/01,82,81,3109578,,
2536,2001,AL,TBA,2001TBA,STP01,4/3/01,10/7/01,81,81,1298075,,
2537,2001,AL,TEX,2001TEX,ARL02,4/3/01,9/26/01,82,81,2831111,,
2538,2001,AL,TOR,2001TOR,SJU01,4/1/01,4/1/01,1,1,19891,,
2539,2001,AL,TOR,2001TOR,TOR02,4/9/01,10/7/01,81,80,1895236,,
2540,2002,AL,ANA,2002ANA,ANA01,3/31/02,9/29/02,81,81,2305467,,
2541,2002,NL,ARI,2002ARI,PHO01,4/1/02,9/29/02,81,81,3198975,,
2542,2002,NL,ATL,2002ATL,ATL02,4/1/02,9/22/02,81,81,2603484,,
2543,2002,AL,BAL,2002BAL,BAL12,4/1/02,9/29/02,81,81,2681439,,
2544,2002,AL,BOS,2002BOS,BOS07,4/1/02,9/29/02,81,81,2650859,,
2545,2002,AL,CHA,2002CHA,CHI12,4/12/02,9/26/02,81,81,1675591,,
2546,2002,NL,CHN,2002CHN,CHI11,4/5/02,9/29/02,81,78,2694946,,
2547,2002,NL,CIN,2002CIN,CIN08,4/1/02,9/22/02,81,80,1855775,,
2548,2002,AL,CLE,2002CLE,CLE08,4/8/02,9/29/02,81,81,2621940,,
2549,2002,NL,COL,2002COL,DEN02,4/8/02,9/22/02,81,81,2740614,,
2550,2002,AL,DET,2002DET,DET05,4/5/02,9/22/02,80,80,1503353,,
2551,2002,NL,FLO,2002FLO,MIA01,4/8/02,9/29/02,81,81,813127,,
2552,2002,NL,HOU,2002HOU,HOU03,4/2/02,9/25/02,81,81,2512357,,
2553,2002,AL,KCA,2002KCA,KAN06,4/1/02,9/26/02,81,77,1323036,,
2554,2002,NL,LAN,2002LAN,LOS03,4/2/02,9/29/02,81,81,3131255,,
2555,2002,NL,MIL,2002MIL,MIL06,4/5/02,9/22/02,81,81,1969153,,
2556,2002,AL,MIN,2002MIN,MIN03,4/12/02,9/29/02,81,81,1924354,,
2557,2002,NL,MON,2002MON,MON02,4/2/02,9/29/02,81,81,812537,,
2558,2002,AL,NYA,2002NYA,NYC16,4/5/02,9/25/02,80,80,3465807,,
2559,2002,NL,NYN,2002NYN,NYC17,4/1/02,9/29/02,81,78,2804838,,
2560,2002,AL,OAK,2002OAK,OAK01,4/1/02,9/22/02,81,81,2169816,,
2561,2002,NL,PHI,2002PHI,PHI12,4/5/02,9/25/02,80,79,1618467,,
2562,2002,NL,PIT,2002PIT,PIT08,4/8/02,9/25/02,80,79,1784970,,
2563,2002,NL,SDN,2002SDN,SAN01,4/8/02,9/22/02,81,81,2221230,,
2564,2002,AL,SEA,2002SEA,SEA03,4/1/02,9/26/02,81,81,3539938,,
2565,2002,NL,SFN,2002SFN,SFO03,4/5/02,9/29/02,81,81,3253203,,
2566,2002,NL,SLN,2002SLN,STL09,4/1/02,9/29/02,81,81,3011756,,
2567,2002,AL,TBA,2002TBA,STP01,4/2/02,9/22/02,81,81,1065742,,
2568,2002,AL,TEX,2002TEX,ARL02,4/5/02,9/29/02,81,80,2352397,,
2569,2002,AL,TOR,2002TOR,TOR02,4/4/02,9/29/02,81,81,1638170,,
2570,2003,AL,ANA,2003ANA,ANA01,3/30/03,9/28/03,82,81,3061094,,
2571,2003,NL,ARI,2003ARI,PHO01,3/31/03,9/28/03,81,81,2805542,,
2572,2003,NL,ATL,2003ATL,ATL02,3/31/03,9/24/03,81,79,2401084,,
2573,2003,AL,BAL,2003BAL,BAL12,3/31/03,9/21/03,81,81,2454523,,
2574,2003,AL,BOS,2003BOS,BOS07,4/12/03,9/25/03,81,81,2724165,,
2575,2003,AL,CHA,2003CHA,CHI12,4/4/03,9/24/03,81,81,1939594,,
2576,2003,NL,CHN,2003CHN,CHI11,4/8/03,9/28/03,81,80,2962630,,
2577,2003,NL,CIN,2003CIN,CIN09,3/31/03,9/28/03,81,81,2355259,,
2578,2003,AL,CLE,2003CLE,CLE08,4/8/03,9/21/03,81,81,1727001,,
2579,2003,NL,COL,2003COL,DEN02,4/4/03,9/25/03,81,81,2334175,,
2580,2003,AL,DET,2003DET,DET05,3/31/03,9/28/03,81,80,1368245,,
2581,2003,NL,FLO,2003FLO,MIA01,3/31/03,9/28/03,81,80,1303214,,
2582,2003,NL,HOU,2003HOU,HOU03,4/1/03,9/28/03,81,81,2455241,,
2583,2003,AL,KCA,2003KCA,KAN06,3/31/03,9/28/03,80,78,1779895,,
2584,2003,NL,LAN,2003LAN,LOS03,4/7/03,9/21/03,81,81,3138696,,
2585,2003,NL,MIL,2003MIL,MIL06,4/4/03,9/24/03,81,81,1700354,,
2586,2003,AL,MIN,2003MIN,MIN03,4/4/03,9/24/03,81,81,1946011,,
2587,2003,NL,MON,2003MON,MON02,4/22/03,9/17/03,59,59,712757,,
2588,2003,NL,MON,2003MON,SJU01,4/11/03,9/11/03,22,22,312882,,
2589,2003,AL,NYA,2003NYA,NYC16,4/8/03,9/28/03,82,81,3460600,,
2590,2003,NL,NYN,2003NYN,NYC17,3/31/03,9/25/03,80,77,2168832,,
2591,2003,AL,OAK,2003OAK,OAK01,4/1/03,9/24/03,81,81,2216596,,
2592,2003,NL,PHI,2003PHI,PHI12,4/4/03,9/28/03,81,78,2259948,,
2593,2003,NL,PIT,2003PIT,PIT08,4/8/03,9/21/03,81,78,1636751,,
2594,2003,NL,SDN,2003SDN,SAN01,3/31/03,9/28/03,81,81,2030084,,
2595,2003,AL,SEA,2003SEA,SEA03,4/8/03,9/28/03,81,81,3267509,,
2596,2003,NL,SFN,2003SFN,SFO03,4/7/03,9/28/03,81,81,3264898,,
2597,2003,NL,SLN,2003SLN,STL09,3/31/03,9/21/03,81,81,2910386,,
2598,2003,AL,TBA,2003TBA,STP01,3/31/03,9/28/03,81,81,1058695,,
2599,2003,AL,TEX,2003TEX,ARL02,4/4/03,9/21/03,81,81,2094394,,
2600,2003,AL,TOR,2003TOR,TOR02,3/31/03,9/28/03,81,81,1799818,,
2601,2004,AL,ANA,2004ANA,ANA01,4/13/04,9/26/04,81,81,3375677,,
2602,2004,NL,ARI,2004ARI,PHO01,4/6/04,10/3/04,81,81,2519560,,
2603,2004,NL,ATL,2004ATL,ATL02,4/6/04,9/29/04,81,79,2322565,,
2604,2004,AL,BAL,2004BAL,BAL12,4/4/04,10/3/04,81,80,2744013,,
