id,year,league,team,teamID,parkID,spanFirst,spanLast,games,openings,attendance,createdAt,updatedAt
731,1915,FL,BLF,1915BLF,BAL10,4/10/15,10/2/15,75,4,25391,,
732,1915,AL,BOS,1915BOS,BOS07,4/22/15,9/27/15,76,34,375007,,
733,1915,FL,BRF,1915BRF,NYC19,4/10/15,9/30/15,74,11,29500,,
734,1915,NL,BRO,1915BRO,NYC15,4/22/15,9/28/15,78,9,69800,,
735,1915,NL,BSN,1915BSN,BOS07,4/14/15,7/26/15,52,33,179273,,
736,1915,NL,BSN,1915BSN,BOS08,8/18/15,10/7/15,26,19,201800,,
737,1915,FL,BUF,1915BUF,BUF04,4/17/15,9/8/15,77,9,37816,,
738,1915,AL,CHA,1915CHA,CHI10,4/22/15,10/3/15,79,71,660650,,
739,1915,FL,CHF,1915CHF,CHI11,4/10/15,10/3/15,78,17,113612,,
740,1915,NL,CHN,1915CHN,CHI08,4/14/15,10/3/15,77,59,344750,,
741,1915,NL,CIN,1915CIN,CIN07,4/14/15,10/3/15,79,61,250300,,
742,1915,AL,CLE,1915CLE,CLE06,4/22/15,9/29/15,77,65,203409,,
743,1915,AL,DET,1915DET,DET04,4/14/15,10/3/15,77,5,30252,,
744,1915,FL,KCF,1915KCF,KAN04,4/10/15,9/28/15,77,7,50350,,
745,1915,FL,NEW,1915NEW,HAR01,4/16/15,10/3/15,79,12,130532,,
746,1915,NL,NY1,1915NY1,NYC14,4/14/15,9/30/15,76,11,96800,,
747,1915,AL,NYA,1915NYA,NYC14,4/22/15,10/7/15,82,19,130791,,
748,1915,AL,PHA,1915PHA,PHI11,4/14/15,9/27/15,74,4,16500,,
749,1915,NL,PHI,1915PHI,PHI09,4/22/15,10/6/15,76,55,507000,,
750,1915,NL,PIT,1915PIT,PIT06,4/22/15,9/25/15,79,15,85000,,
751,1915,FL,PTF,1915PTF,PIT05,4/17/15,10/2/15,77,1,6000,,
752,1915,AL,SLA,1915SLA,STL07,4/14/15,9/5/15,76,62,233850,,
753,1915,FL,SLF,1915SLF,STL08,4/17/15,10/3/15,82,4,17700,,
754,1915,NL,SLN,1915SLN,STL05,4/22/15,10/2/15,81,4,31200,,
755,1915,AL,WS1,1915WS1,WAS09,4/14/15,10/6/15,80,1,15556,,
756,1916,AL,BOS,1916BOS,BOS07,4/12/16,10/2/16,76,0,0,,
757,1916,AL,BOS,1916BOS,BOS08,10/3/16,10/3/16,2,0,0,,
758,1916,NL,BRO,1916BRO,NYC15,4/12/16,10/5/16,78,28,284000,,
759,1916,NL,BSN,1916BSN,BOS08,4/20/16,9/27/16,78,2,26000,,
760,1916,AL,CHA,1916CHA,CHI10,4/12/16,9/25/16,77,0,0,,
761,1916,NL,CHN,1916CHN,CHI11,4/20/16,10/1/16,79,4,74000,,
762,1916,NL,CIN,1916CIN,CIN07,4/12/16,10/1/16,76,2,8500,,
763,1916,AL,CLE,1916CLE,CLE06,4/12/16,10/1/16,78,0,0,,
764,1916,AL,DET,1916DET,DET04,4/20/16,9/25/16,77,1,15000,,
765,1916,NL,NY1,1916NY1,NYC14,4/20/16,9/30/16,78,21,326000,,
766,1916,AL,NYA,1916NYA,NYC14,4/12/16,10/4/16,79,0,0,,
767,1916,AL,PHA,1916PHA,PHI11,4/20/16,9/30/16,76,0,0,,
768,1916,NL,PHI,1916PHI,PHI09,4/12/16,10/5/16,79,10,99500,,
769,1916,NL,PIT,1916PIT,PIT06,4/20/16,9/30/16,78,17,86000,,
770,1916,AL,SLA,1916SLA,STL07,4/21/16,10/1/16,79,0,0,,
771,1916,NL,SLN,1916SLN,STL05,4/12/16,9/10/16,76,3,24500,,
772,1916,AL,WS1,1916WS1,WAS09,4/20/16,9/12/16,81,0,0,,
773,1917,AL,BOS,1917BOS,BOS07,4/21/17,10/4/17,80,52,402985,,
774,1917,NL,BRO,1917BRO,NYC15,4/11/17,10/4/17,78,15,110500,,
775,1917,NL,BSN,1917BSN,BOS08,4/12/17,9/15/17,77,1,2500,,
776,1917,AL,CHA,1917CHA,CHI10,4/19/17,9/16/17,79,64,741000,,
777,1917,NL,CHN,1917CHN,CHI11,4/11/17,9/30/17,77,60,352550,,
778,1917,NL,CIN,1917CIN,CIN07,4/11/17,9/30/17,80,1,10000,,
779,1917,AL,CLE,1917CLE,CLE06,4/19/17,9/30/17,78,13,114671,,
780,1917,AL,DET,1917DET,DET04,4/11/17,9/16/17,76,61,386137,,
781,1917,NL,NY1,1917NY1,NYC14,4/20/17,9/12/17,80,0,0,,
782,1917,AL,NYA,1917NYA,NYC14,4/11/17,10/3/17,75,55,421600,,
783,1917,AL,PHA,1917PHA,PHI11,4/11/17,9/29/17,76,57,223050,,
784,1917,NL,PHI,1917PHI,PHI09,4/20/17,10/3/17,76,2,11173,,
785,1917,NL,PIT,1917PIT,PIT06,4/19/17,10/1/17,79,0,0,,
786,1917,AL,SLA,1917SLA,STL07,4/11/17,9/15/17,78,60,278150,,
787,1917,NL,SLN,1917SLN,STL05,4/19/17,9/30/17,78,54,324600,,
788,1917,AL,WS1,1917WS1,WAS09,4/20/17,9/29/17,80,61,145386,,
789,1918,AL,BOS,1918BOS,BOS07,4/15/18,8/31/18,70,3,26000,,
790,1918,NL,BRO,1918BRO,NYC15,4/24/18,8/28/18,54,1,5000,,
791,1918,NL,BSN,1918BSN,BOS08,4/24/18,9/2/18,52,36,127250,,
792,1918,AL,CHA,1918CHA,CHI10,4/16/18,9/1/18,56,2,39000,,
793,1918,NL,CHN,1918CHN,CHI11,4/24/18,9/1/18,74,1,2000,,
794,1918,NL,CIN,1918CIN,CIN07,4/16/18,9/2/18,71,0,0,,
795,1918,AL,CLE,1918CLE,CLE06,4/18/18,8/12/18,62,3,36000,,
796,1918,AL,DET,1918DET,DET04,4/24/18,9/2/18,58,0,0,,
797,1918,NL,NY1,1918NY1,NYC14,4/16/18,8/31/18,56,20,251700,,
798,1918,AL,NYA,1918NYA,NYC14,4/24/18,9/2/18,67,1,8000,,
799,1918,AL,PHA,1918PHA,PHI11,4/24/18,8/28/18,68,0,0,,
800,1918,NL,PHI,1918PHI,PHI09,4/16/18,9/2/18,57,30,113500,,
801,1918,NL,PIT,1918PIT,PIT06,4/25/18,9/2/18,71,7,56000,,
802,1918,AL,SLA,1918SLA,STL07,4/26/18,9/1/18,53,0,0,,
803,1918,NL,SLN,1918SLN,STL05,4/16/18,8/26/18,73,2,16200,,
804,1918,AL,WS1,1918WS1,WAS09,4/15/18,9/2/18,74,5,57730,,
805,1919,AL,BOS,1919BOS,BOS07,5/1/19,9/20/19,66,7,67000,,
806,1919,NL,BRO,1919BRO,NYC15,5/2/19,9/7/19,70,56,450000,,
807,1919,NL,BSN,1919BSN,BOS08,4/19/19,9/27/19,68,10,42500,,
808,1919,AL,CHA,1919CHA,CHI10,5/2/19,9/28/19,70,15,294000,,
809,1919,NL,CHN,1919CHN,CHI11,4/24/19,9/21/19,71,17,177456,,
810,1919,NL,CIN,1919CIN,CIN07,4/23/19,9/28/19,70,19,291151,,
811,1919,AL,CLE,1919CLE,CLE06,5/1/19,9/28/19,69,3,37000,,
812,1919,AL,DET,1919DET,DET04,4/25/19,9/25/19,70,13,229000,,
813,1919,NL,NY1,1919NY1,NYC14,5/2/19,9/28/19,69,43,806000,,
814,1919,AL,NYA,1919NYA,NYC14,4/23/19,9/26/19,73,54,729500,,
815,1919,AL,PHA,1919PHA,PHI11,5/2/19,9/29/19,70,7,21200,,
816,1919,NL,PHI,1919PHI,PHI09,4/23/19,9/26/19,71,14,97600,,
817,1919,NL,PIT,1919PIT,PIT06,5/2/19,9/20/19,70,13,109000,,
818,1919,AL,SLA,1919SLA,STL07,4/23/19,9/3/19,70,2,25000,,
819,1919,NL,SLN,1919SLN,STL05,5/1/19,9/28/19,69,9,46500,,
820,1919,AL,WS1,1919WS1,WAS09,4/23/19,9/28/19,72,4,43000,,
821,1920,AL,BOS,1920BOS,BOS07,4/15/20,9/28/20,76,12,137000,,
822,1920,NL,BRO,1920BRO,NYC15,4/14/20,10/3/20,78,53,645500,,
823,1920,NL,BSN,1920BSN,BOS08,4/24/20,10/2/20,74,11,58000,,
824,1920,AL,CHA,1920CHA,CHI10,4/14/20,9/27/20,77,12,286000,,
825,1920,NL,CHN,1920CHN,CHI11,4/22/20,10/3/20,77,18,155000,,
826,1920,NL,CIN,1920CIN,CIN07,4/14/20,10/3/20,77,17,184500,,
827,1920,AL,CLE,1920CLE,CLE06,4/14/20,9/25/20,78,16,292000,,
828,1920,AL,DET,1920DET,DET04,4/22/20,10/3/20,78,11,137500,,
829,1920,NL,NY1,1920NY1,NYC14,4/14/20,10/3/20,80,62,974000,,
830,1920,AL,NYA,1920NYA,NYC14,4/22/20,9/26/20,77,66,1413288,,
831,1920,AL,PHA,1920PHA,PHI11,4/14/20,10/2/20,77,11,60400,,
832,1920,NL,PHI,1920PHI,PHI09,4/22/20,9/25/20,77,14,85500,,
833,1920,NL,PIT,1920PIT,PIT06,4/23/20,10/2/20,78,17,120800,,
834,1920,AL,SLA,1920SLA,STL07,4/22/20,10/3/20,78,7,65200,,
835,1920,NL,SLN,1920SLN,STL05,4/14/20,6/6/20,29,1,1500,,
836,1920,NL,SLN,1920SLN,STL07,7/1/20,9/5/20,47,6,20500,,
837,1920,AL,WS1,1920WS1,WAS09,4/22/20,10/3/20,76,13,126000,,
838,1921,AL,BOS,1921BOS,BOS07,4/21/21,10/1/21,77,14,153500,,
839,1921,NL,BRO,1921BRO,NYC15,4/17/21,10/2/21,78,73,665000,,
840,1921,NL,BSN,1921BSN,BOS08,4/13/21,9/28/21,74,19,113000,,
841,1921,AL,CHA,1921CHA,CHI10,4/21/21,10/2/21,77,13,214000,,
842,1921,NL,CHN,1921CHN,CHI11,4/13/21,9/28/21,76,21,183500,,
843,1921,NL,CIN,1921CIN,CIN07,4/13/21,10/2/21,76,24,146034,,
844,1921,AL,CLE,1921CLE,CLE06,4/21/21,9/8/21,77,15,259000,,
845,1921,AL,DET,1921DET,DET04,4/14/21,10/2/21,77,11,154500,,
846,1921,NL,NY1,1921NY1,NYC14,4/21/21,9/10/21,79,70,1139500,,
847,1921,AL,NYA,1921NYA,NYC14,4/13/21,10/2/21,78,71,1474000,,
848,1921,AL,PHA,1921PHA,PHI11,4/21/21,9/29/21,77,11,114000,,
849,1921,NL,PHI,1921PHI,PHI09,4/13/21,10/1/21,76,19,155500,,
850,1921,NL,PIT,1921PIT,PIT06,4/21/21,9/27/21,76,29,318300,,
851,1921,AL,SLA,1921SLA,STL07,4/13/21,9/11/21,77,11,106000,,
852,1921,NL,SLN,1921SLN,STL07,4/23/21,10/2/21,78,21,166500,,
853,1921,AL,WS1,1921WS1,WAS09,4/13/21,10/2/21,76,10,89500,,
854,1922,AL,BOS,1922BOS,BOS07,4/12/22,9/30/22,73,17,93800,,
855,1922,NL,BRO,1922BRO,NYC15,4/16/22,10/1/22,78,67,563700,,
856,1922,NL,BSN,1922BSN,BOS08,4/21/22,9/27/22,76,20,60000,,
857,1922,AL,CHA,1922CHA,CHI10,4/12/22,9/24/22,77,21,332500,,
858,1922,NL,CHN,1922CHN,CHI11,4/20/22,10/1/22,76,21,222500,,
859,1922,NL,CIN,1922CIN,CIN07,4/12/22,10/1/22,79,43,301130,,
860,1922,AL,CLE,1922CLE,CLE06,4/12/22,10/1/22,80,14,228000,,
861,1922,AL,DET,1922DET,DET04,4/20/22,9/24/22,77,13,187500,,
862,1922,NL,NY1,1922NY1,NYC14,4/12/22,10/1/22,79,65,973000,,
863,1922,AL,NYA,1922NYA,NYC14,4/20/22,9/10/22,77,69,1140000,,
864,1922,AL,PHA,1922PHA,PHI11,4/20/22,9/30/22,78,13,145000,,
865,1922,NL,PHI,1922PHI,PHI09,4/12/22,9/26/22,77,21,90500,,
866,1922,NL,PIT,1922PIT,PIT06,4/20/22,9/27/22,78,20,225500,,
867,1922,AL,SLA,1922SLA,STL07,4/20/22,10/1/22,77,10,236000,,
868,1922,NL,SLN,1922SLN,STL07,4/12/22,9/2/22,77,16,134000,,
869,1922,AL,WS1,1922WS1,WAS09,4/12/22,10/1/22,79,11,141500,,
870,1923,AL,BOS,1923BOS,BOS07,4/26/23,9/29/23,78,31,197100,,
871,1923,NL,BRO,1923BRO,NYC15,4/17/23,10/7/23,78,65,650500,,
872,1923,NL,BSN,1923BSN,BOS08,4/17/23,10/6/23,77,34,154400,,
873,1923,AL,CHA,1923CHA,CHI10,4/26/23,10/4/23,75,34,470500,,
874,1923,NL,CHN,1923CHN,CHI11,4/17/23,9/30/23,77,27,390500,,
875,1923,NL,CIN,1923CIN,CIN07,4/17/23,10/7/23,78,26,268000,,
876,1923,AL,CLE,1923CLE,CLE06,4/18/23,10/7/23,78,21,234873,,
877,1923,AL,DET,1923DET,DET04,4/26/23,10/7/23,77,23,340384,,
878,1923,NL,NY1,1923NY1,NYC14,4/26/23,9/30/23,77,69,1008000,,
879,1923,AL,NYA,1923NYA,NYC16,4/18/23,10/7/23,76,71,1578200,,
880,1923,AL,PHA,1923PHA,PHI11,4/18/23,10/3/23,75,21,253000,,
881,1923,NL,PHI,1923PHI,PHI09,4/26/23,9/29/23,75,29,83100,,
882,1923,NL,PIT,1923PIT,PIT06,4/25/23,9/26/23,77,39,477500,,
883,1923,AL,SLA,1923SLA,STL07,4/18/23,10/4/23,78,59,369000,,
884,1923,NL,SLN,1923SLN,STL07,4/25/23,10/7/23,78,61,313000,,
885,1923,AL,WS1,1923WS1,WAS09,4/26/23,10/7/23,79,21,178500,,
886,1924,AL,BOS,1924BOS,BOS07,4/15/24,9/30/24,77,29,303500,,
887,1924,NL,BRO,1924BRO,NYC15,4/20/24,9/28/24,77,69,868000,,
888,1924,NL,BSN,1924BSN,BOS08,4/23/24,9/24/24,76,37,158500,,
889,1924,AL,CHA,1924CHA,CHI10,4/15/24,9/29/24,77,40,517500,,
890,1924,NL,CHN,1924CHN,CHI11,4/23/24,9/29/24,78,51,624036,,
891,1924,NL,CIN,1924CIN,CIN07,4/15/24,9/27/24,76,28,179360,,
892,1924,AL,CLE,1924CLE,CLE06,4/23/24,9/27/24,75,22,195500,,
893,1924,AL,DET,1924DET,DET04,4/15/24,9/23/24,78,28,405297,,
894,1924,NL,NY1,1924NY1,NYC14,4/15/24,9/28/24,77,70,1182500,,
895,1924,AL,NYA,1924NYA,NYC16,4/23/24,9/7/24,78,73,1528584,,
896,1924,AL,PHA,1924PHA,PHI11,4/23/24,9/27/24,75,22,210000,,
897,1924,NL,PHI,1924PHI,PHI09,4/15/24,9/25/24,76,28,205000,,
898,1924,NL,PIT,1924PIT,PIT06,4/24/24,9/27/24,77,43,532500,,
899,1924,AL,SLA,1924SLA,STL07,4/23/24,9/24/24,78,63,537500,,
900,1924,NL,SLN,1924SLN,STL07,4/15/24,9/28/24,77,53,233000,,
901,1924,AL,WS1,1924WS1,WAS09,4/15/24,9/7/24,79,30,338500,,
902,1925,AL,BOS,1925BOS,BOS07,4/22/25,10/2/25,75,30,140000,,
903,1925,NL,BRO,1925BRO,NYC15,4/14/25,10/3/25,77,58,726000,,
904,1925,NL,BSN,1925BSN,BOS08,4/14/25,9/12/25,76,49,304500,,
905,1925,AL,CHA,1925CHA,CHI10,4/22/25,10/4/25,77,35,677500,,
906,1925,NL,CHN,1925CHN,CHI11,4/14/25,10/4/25,77,37,403200,,
907,1925,NL,CIN,1925CIN,CIN07,4/14/25,10/4/25,76,35,379973,,
908,1925,AL,CLE,1925CLE,CLE06,4/22/25,9/8/25,77,20,145116,,
909,1925,AL,DET,1925DET,DET04,4/14/25,9/13/25,77,26,243481,,
910,1925,NL,NY1,1925NY1,NYC14,4/22/25,9/12/25,76,50,859700,,
911,1925,AL,NYA,1925NYA,NYC16,4/14/25,10/3/25,79,50,768500,,
912,1925,AL,PHA,1925PHA,PHI11,4/14/25,10/2/25,77,45,886700,,
913,1925,NL,PHI,1925PHI,PHI09,4/22/25,10/3/25,77,35,267800,,
914,1925,NL,PIT,1925PIT,PIT06,4/22/25,9/26/25,77,46,710353,,
915,1925,AL,SLA,1925SLA,STL07,4/14/25,10/4/25,78,53,334500,,
916,1925,NL,SLN,1925SLN,STL07,4/22/25,9/28/25,76,43,258000,,
917,1925,AL,WS1,1925WS1,WAS09,4/22/25,9/27/25,76,22,428000,,
918,1926,AL,BOS,1926BOS,BOS07,4/13/26,9/4/26,77,13,108000,,
919,1926,NL,BRO,1926BRO,NYC15,4/18/26,9/26/26,76,23,455500,,
920,1926,NL,BSN,1926BSN,BOS08,4/21/26,9/29/26,77,7,61000,,
921,1926,AL,CHA,1926CHA,CHI10,4/13/26,9/26/26,79,9,177200,,
922,1926,NL,CHN,1926CHN,CHI11,4/21/26,9/5/26,78,15,283551,,
923,1926,NL,CIN,1926CIN,CIN07,4/13/26,9/26/26,77,73,675101,,
924,1926,AL,CLE,1926CLE,CLE06,4/21/26,9/27/26,80,10,177500,,
925,1926,AL,DET,1926DET,DET04,4/13/26,9/26/26,81,9,128055,,
926,1926,NL,NY1,1926NY1,NYC14,4/13/26,9/26/26,76,29,645268,,
927,1926,AL,NYA,1926NYA,NYC16,4/21/26,9/9/26,75,38,971500,,
928,1926,AL,PHA,1926PHA,PHI11,4/21/26,9/4/26,71,9,187000,,
929,1926,NL,PHI,1926PHI,PHI09,4/13/26,9/25/26,76,11,69013,,
930,1926,NL,PIT,1926PIT,PIT06,4/22/26,9/11/26,79,12,254989,,
931,1926,AL,SLA,1926SLA,STL07,4/21/26,9/26/26,79,11,68650,,
932,1926,NL,SLN,1926SLN,STL07,4/13/26,9/1/26,79,16,273779,,
933,1926,AL,WS1,1926WS1,WAS09,4/13/26,9/6/26,74,8,118000,,
934,1927,AL,BOS,1927BOS,BOS07,4/21/27,9/28/27,78,21,289500,,
935,1927,NL,BRO,1927BRO,NYC15,4/17/27,10/2/27,74,40,596500,,
936,1927,NL,BSN,1927BSN,BOS08,4/12/27,10/1/27,74,25,284000,,
937,1927,AL,CHA,1927CHA,CHI10,4/20/27,10/2/27,75,41,613000,,
938,1927,NL,CHN,1927CHN,CHI11,4/12/27,9/27/27,78,48,994500,,
939,1927,NL,CIN,1927CIN,CIN07,4/12/27,10/2/27,80,46,345588,,
940,1927,AL,CLE,1927CLE,CLE06,4/12/27,9/26/27,77,16,122500,,
941,1927,AL,DET,1927DET,DET04,4/20/27,10/2/27,78,15,318500,,
942,1927,NL,NY1,1927NY1,NYC14,4/20/27,10/2/27,74,44,1098000,,
943,1927,AL,NYA,1927NYA,NYC16,4/12/27,10/1/27,77,61,1488141,,
944,1927,AL,PHA,1927PHA,PHI11,4/20/27,10/1/27,77,26,445000,,
945,1927,NL,PHI,1927PHI,PHI09,4/12/27,9/28/27,66,19,180000,,
946,1927,NL,PHI,1927PHI,PHI11,5/16/27,5/28/27,12,5,18000,,
947,1927,NL,PIT,1927PIT,PIT06,4/21/27,9/24/27,79,27,454939,,
948,1927,AL,SLA,1927SLA,STL07,4/15/27,9/30/27,78,47,196877,,
949,1927,NL,SLN,1927SLN,STL07,4/20/27,10/2/27,80,52,625145,,
950,1927,AL,WS1,1927WS1,WAS09,4/12/27,10/2/27,79,19,230000,,
951,1928,AL,BOS,1928BOS,BOS07,4/11/28,9/8/28,74,9,172000,,
952,1928,NL,BRO,1928BRO,NYC15,4/11/28,9/30/28,77,20,207800,,
953,1928,NL,BSN,1928BSN,BOS08,4/21/28,9/29/28,76,3,18000,,
954,1928,AL,CHA,1928CHA,CHI10,4/11/28,9/30/28,78,7,135500,,
955,1928,NL,CHN,1928CHN,CHI11,4/18/28,9/13/28,77,31,857027,,
956,1928,NL,CIN,1928CIN,CIN07,4/11/28,9/30/28,78,46,297450,,
957,1928,AL,CLE,1928CLE,CLE06,4/18/28,9/30/28,77,5,65000,,
958,1928,AL,DET,1928DET,DET04,4/11/28,9/30/28,77,6,132000,,
959,1928,NL,NY1,1928NY1,NYC14,4/11/28,9/30/28,77,21,626000,,
960,1928,AL,NYA,1928NYA,NYC16,4/20/28,9/12/28,77,31,870265,,
961,1928,AL,PHA,1928PHA,PHI11,4/11/28,9/1/28,77,21,364500,,
962,1928,NL,PHI,1928PHI,PHI09,4/19/28,9/27/28,75,8,58600,,
963,1928,NL,PIT,1928PIT,PIT06,4/19/28,9/15/28,77,11,116500,,
964,1928,AL,SLA,1928SLA,STL07,4/18/28,9/30/28,77,13,112600,,
965,1928,NL,SLN,1928SLN,STL07,4/11/28,9/12/28,77,24,274945,,
966,1928,AL,WS1,1928WS1,WAS09,4/10/28,9/10/28,80,14,156000,,
967,1929,AL,BOS,1929BOS,BOS07,4/23/29,9/28/29,61,19,136050,,
968,1929,AL,BOS,1929BOS,BOS08,4/28/29,9/29/29,17,2,35000,,
969,1929,NL,BRO,1929BRO,NYC15,4/21/29,9/29/29,77,34,477000,,
970,1929,NL,BSN,1929BSN,BOS08,4/18/29,10/6/29,77,25,256500,,
971,1929,AL,CHA,1929CHA,CHI10,4/25/29,10/6/29,76,19,195000,,
972,1929,NL,CHN,1929CHN,CHI11,4/16/29,10/6/29,78,42,934000,,
973,1929,NL,CIN,1929CIN,CIN07,4/16/29,10/6/29,78,21,98295,,
974,1929,AL,CLE,1929CLE,CLE06,4/16/29,9/29/29,76,22,264500,,
975,1929,AL,DET,1929DET,DET04,4/24/29,9/29/29,77,23,386036,,
976,1929,NL,NY1,1929NY1,NYC14,4/23/29,9/29/29,77,35,744000,,
977,1929,AL,NYA,1929NYA,NYC16,4/18/29,10/6/29,77,30,774645,,
978,1929,AL,PHA,1929PHA,PHI11,4/23/29,9/21/29,74,20,435000,,
979,1929,NL,PHI,1929PHI,PHI09,4/18/29,10/5/29,76,19,128000,,
980,1929,NL,PIT,1929PIT,PIT06,4/24/29,10/5/29,76,34,397000,,
981,1929,AL,SLA,1929SLA,STL07,4/16/29,10/6/29,77,53,189665,,
982,1929,NL,SLN,1929SLN,STL07,4/26/29,9/29/29,77,56,371400,,
983,1929,AL,WS1,1929WS1,WAS09,4/17/29,10/6/29,78,19,152500,,
984,1930,AL,BOS,1930BOS,BOS07,4/15/30,9/27/30,56,2,11000,,
985,1930,AL,BOS,1930BOS,BOS08,4/19/30,9/28/30,20,2,60000,,
986,1930,NL,BRO,1930BRO,NYC15,4/15/30,9/28/30,77,15,315000,,
987,1930,NL,BSN,1930BSN,BOS08,4/25/30,9/22/30,77,8,92500,,
988,1930,AL,CHA,1930CHA,CHI10,4/17/30,9/21/30,78,20,192500,,
989,1930,NL,CHN,1930CHN,CHI11,4/22/30,9/28/30,79,38,850385,,
990,1930,NL,CIN,1930CIN,CIN07,4/15/30,9/2/30,77,9,101641,,
991,1930,AL,CLE,1930CLE,CLE06,4/22/30,9/28/30,77,7,125500,,
992,1930,AL,DET,1930DET,DET04,4/15/30,9/28/30,78,11,153505,,
993,1930,NL,NY1,1930NY1,NYC14,4/15/30,9/28/30,77,18,417000,,
994,1930,AL,NYA,1930NYA,NYC16,4/22/30,9/7/30,76,13,411000,,
995,1930,AL,PHA,1930PHA,PHI11,4/15/30,9/27/30,76,12,230000,,
996,1930,NL,PHI,1930PHI,PHI09,4/22/30,9/24/30,77,5,45050,,
997,1930,NL,PIT,1930PIT,PIT06,4/25/30,9/24/30,77,16,125000,,
998,1930,AL,SLA,1930SLA,STL07,4/22/30,9/21/30,78,7,24750,,
999,1930,NL,SLN,1930SLN,STL07,4/15/30,9/28/30,77,23,264058,,
1000,1930,AL,WS1,1930WS1,WAS09,4/14/30,9/28/30,77,13,212000,,
1001,1931,AL,BOS,1931BOS,BOS07,4/22/31,9/22/31,65,12,122618,,
1002,1931,AL,BOS,1931BOS,BOS08,5/31/31,9/13/31,15,2,47000,,
1003,1931,NL,BRO,1931BRO,NYC15,4/19/31,9/27/31,76,37,650500,,
1004,1931,NL,BSN,1931BSN,BOS08,4/14/31,9/27/31,78,8,203000,,
1005,1931,AL,CHA,1931CHA,CHI10,4/22/31,9/6/31,77,13,203411,,
1006,1931,NL,CHN,1931CHN,CHI11,4/14/31,9/27/31,77,25,614800,,
1007,1931,NL,CIN,1931CIN,CIN07,4/14/31,9/27/31,77,3,38000,,
1008,1931,AL,CLE,1931CLE,CLE06,4/14/31,9/27/31,76,15,212662,,
1009,1931,AL,DET,1931DET,DET04,4/23/31,9/23/31,77,18,189152,,
1010,1931,NL,NY1,1931NY1,NYC14,4/22/31,9/8/31,78,29,527500,,
1011,1931,AL,NYA,1931NYA,NYC16,4/14/31,9/27/31,77,35,721500,,
1012,1931,AL,PHA,1931PHA,PHI11,4/22/31,9/25/31,75,21,364000,,
1013,1931,NL,PHI,1931PHI,PHI09,4/14/31,9/5/31,76,17,192000,,
1014,1931,NL,PIT,1931PIT,PIT06,4/24/31,9/24/31,78,8,77000,,
1015,1931,AL,SLA,1931SLA,STL07,4/14/31,9/27/31,77,7,42500,,
1016,1931,NL,SLN,1931SLN,STL07,4/22/31,9/22/31,78,31,408350,,
1017,1931,AL,WS1,1931WS1,WAS09,4/14/31,9/27/31,79,18,240500,,
1018,1932,AL,BOS,1932BOS,BOS07,4/13/32,9/25/32,71,4,37000,,
1019,1932,AL,BOS,1932BOS,BOS08,4/19/32,5/29/32,6,0,0,,
1020,1932,NL,BRO,1932BRO,NYC15,4/12/32,9/25/32,78,49,731000,,
1021,1932,NL,BSN,1932BSN,BOS08,4/21/32,9/18/32,77,14,324831,,
1022,1932,AL,CHA,1932CHA,CHI10,4/12/32,9/19/32,77,6,103000,,
1023,1932,NL,CHN,1932CHN,CHI11,4/20/32,9/25/32,77,28,631000,,
1024,1932,NL,CIN,1932CIN,CIN07,4/12/32,9/18/32,77,11,142633,,
1025,1932,AL,CLE,1932CLE,CLE06,4/20/32,7/30/32,45,4,43000,,
1026,1932,AL,CLE,1932CLE,CLE07,7/31/32,9/25/32,32,2,88979,,
1027,1932,AL,DET,1932DET,DET04,4/13/32,9/25/32,78,10,109000,,
1028,1932,NL,NY1,1932NY1,NYC14,4/12/32,9/25/32,77,22,380000,,
1029,1932,AL,NYA,1932NYA,NYC16,4/20/32,9/5/32,77,25,761856,,
1030,1932,AL,PHA,1932PHA,PHI11,4/12/32,9/24/32,77,12,171000,,
1031,1932,NL,PHI,1932PHI,PHI09,4/20/32,9/20/32,77,8,95000,,
1032,1932,NL,PIT,1932PIT,PIT06,4/20/32,9/5/32,76,1,6000,,
1033,1932,AL,SLA,1932SLA,STL07,4/20/32,9/18/32,75,5,32000,,
1034,1932,NL,SLN,1932SLN,STL07,4/12/32,9/25/32,79,19,232462,,
1035,1932,AL,WS1,1932WS1,WAS09,4/11/32,9/25/32,77,11,133000,,
1036,1933,AL,BOS,1933BOS,BOS07,4/21/33,9/24/33,72,9,147000,,
1037,1933,NL,BRO,1933BRO,NYC15,4/16/33,10/1/33,80,32,490400,,
1038,1933,NL,BSN,1933BSN,BOS08,4/16/33,10/1/33,77,17,476000,,
1039,1933,AL,CHA,1933CHA,CHI10,4/19/33,10/1/33,77,18,345398,,
1040,1933,NL,CHN,1933CHN,CHI11,4/12/33,9/24/33,79,17,336000,,
1041,1933,NL,CIN,1933CIN,CIN07,4/12/33,10/1/33,79,13,144455,,
1042,1933,AL,CLE,1933CLE,CLE07,4/20/33,9/24/33,77,13,256000,,
1043,1933,AL,DET,1933DET,DET04,4/12/33,10/1/33,78,9,106000,,
1044,1933,NL,NY1,1933NY1,NYC14,4/20/33,9/27/33,77,31,673500,,
1045,1933,AL,NYA,1933NYA,NYC16,4/13/33,10/1/33,75,32,962485,,
1046,1933,AL,PHA,1933PHA,PHI11,4/20/33,9/30/33,76,13,172000,,
1047,1933,NL,PHI,1933PHI,PHI09,4/13/33,9/26/33,72,5,39000,,
1048,1933,NL,PIT,1933PIT,PIT06,4/21/33,9/20/33,77,15,157000,,
