id,playerID,year,round,team,teamID,league,wins,loses,games,GS,CG,SHO,SV,IPouts,hits,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,runs,SH,SF,GIDP,createdAt,updatedAt
1468,guidrro01,1981,WS,NYA,1981NYA,AL,1,1,2,2,0,0,0,42,8,3,3,4,15,0.163,1.93,0,0,0,0,53,0,3,0,0,0,,
1469,gullibi01,1981,NEDIV,MON,1981MON,NL,1,0,1,1,0,0,0,23,6,1,0,1,3,0.207,1.17,0,0,0,0,30,0,1,0,0,0,,
1470,gullibi01,1981,NLCS,MON,1981MON,NL,0,2,2,2,0,0,0,43,12,4,1,6,12,0.235,2.51,0,0,1,0,61,0,5,3,0,2,,
1471,gurala01,1981,AWDIV,KCA,1981KCA,AL,0,1,1,1,0,0,0,11,7,3,1,3,3,0.412,7.36,0,0,0,0,20,0,4,0,0,0,,
1472,haasmo01,1981,AEDIV,ML4,1981ML4,AL,0,2,2,2,0,0,0,20,13,7,3,1,1,0.419,9.45,0,0,0,0,32,0,7,0,0,1,,
1473,hootobu01,1981,NLCS,LAN,1981LAN,NL,2,0,2,2,0,0,0,44,11,0,0,6,7,0.212,0,1,0,0,0,59,0,1,1,0,2,,
1474,hootobu01,1981,NWDIV,LAN,1981LAN,NL,1,0,1,1,0,0,0,21,3,1,1,3,2,0.136,1.29,0,0,0,0,25,0,1,0,0,2,,
1475,hootobu01,1981,WS,LAN,1981LAN,NL,1,1,2,2,0,0,0,34,8,2,1,9,3,0.19,1.59,1,0,0,0,52,0,3,1,0,0,,
1476,howest01,1981,NLCS,LAN,1981LAN,NL,0,0,2,0,0,0,0,6,1,0,0,0,2,0.167,0,0,0,0,0,6,2,0,0,0,1,,
1477,howest01,1981,NWDIV,LAN,1981LAN,NL,0,0,2,0,0,0,0,6,1,0,0,0,2,0.167,0,0,0,0,0,7,0,0,1,0,0,,
1478,howest01,1981,WS,LAN,1981LAN,NL,1,0,3,0,0,0,1,21,7,3,1,1,4,0.241,3.86,0,0,0,0,30,2,3,0,0,0,,
1479,johnto01,1981,AEDIV,NYA,1981NYA,AL,0,1,1,1,0,0,0,21,8,5,2,2,0,0.308,6.43,0,0,0,0,29,0,5,1,0,1,,
1480,johnto01,1981,ALCS,NYA,1981NYA,AL,1,0,1,1,0,0,0,18,6,1,0,1,3,0.261,1.5,0,0,0,0,24,0,1,0,0,2,,
1481,johnto01,1981,WS,NYA,1981NYA,AL,1,0,3,2,0,0,0,39,11,1,0,0,8,0.224,0.69,0,0,0,0,51,1,1,1,1,0,,
1482,jonesje01,1981,ALCS,OAK,1981OAK,AL,0,0,1,0,0,0,0,6,2,1,0,1,0,0.25,4.5,0,0,1,0,10,0,1,0,0,0,,
1483,jonesmi02,1981,AWDIV,KCA,1981KCA,AL,0,1,1,1,0,0,0,24,9,2,0,0,2,0.29,2.25,0,0,0,0,33,0,2,2,0,0,,
1484,keougma02,1981,ALCS,OAK,1981OAK,AL,0,1,1,1,0,0,0,25,7,1,1,6,4,0.219,1.08,0,1,0,0,39,0,2,1,0,1,,
1485,kingmbr01,1981,ALCS,OAK,1981OAK,AL,0,0,1,0,0,0,0,1,3,3,0,0,0,0.75,81,0,0,0,0,4,0,3,0,0,0,,
1486,kneppbo01,1981,NWDIV,HOU,1981HOU,NL,0,1,1,1,0,0,0,15,6,3,1,2,4,0.273,5.4,1,1,0,0,25,0,3,1,0,0,,
1487,lacorfr01,1981,NWDIV,HOU,1981HOU,NL,0,0,2,0,0,0,0,11,2,0,0,1,5,0.154,0,1,0,0,0,14,1,0,0,0,0,,
1488,langfri01,1981,AWDIV,OAK,1981OAK,AL,1,0,1,1,0,0,0,22,10,1,0,0,3,0.333,1.23,0,0,0,0,30,0,1,0,0,1,,
1489,larocda01,1981,WS,NYA,1981NYA,AL,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,,
1490,leebi03,1981,NEDIV,MON,1981MON,NL,0,0,1,0,0,0,0,2,2,0,0,0,1,0.5,0,0,0,0,0,4,0,0,0,0,0,,
1491,leebi03,1981,NLCS,MON,1981MON,NL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.5,0,0,0,0,0,2,1,0,0,0,0,,
1492,leonade01,1981,AWDIV,KCA,1981KCA,AL,0,1,1,1,0,0,0,24,7,1,2,1,3,0.226,1.12,0,0,0,0,32,0,4,0,0,1,,
1493,lerchra01,1981,AEDIV,ML4,1981ML4,AL,0,0,1,1,0,0,0,18,3,1,0,4,3,0.158,1.5,0,0,0,0,23,0,1,0,0,1,,
1494,lylesp01,1981,NEDIV,PHI,1981PHI,NL,0,0,3,0,0,0,0,7,4,0,0,2,1,0.444,0,0,0,0,0,11,0,0,0,0,1,,
1495,martire01,1981,AWDIV,KCA,1981KCA,AL,0,0,2,0,0,0,0,16,1,0,0,2,2,0.059,0,0,0,0,0,19,2,0,0,0,0,,
1496,mayru01,1981,AEDIV,NYA,1981NYA,AL,0,0,1,0,0,0,0,6,1,0,0,0,1,0.167,0,0,0,0,0,6,1,0,0,0,0,,
1497,mayru01,1981,ALCS,NYA,1981NYA,AL,0,0,1,1,0,0,0,10,6,3,0,0,5,0.375,8.1,0,0,0,0,16,0,3,0,0,0,,
1498,mayru01,1981,WS,NYA,1981NYA,AL,0,0,3,0,0,0,0,19,5,2,1,1,5,0.238,2.84,0,0,0,0,23,0,2,1,0,2,,
1499,mccatst01,1981,ALCS,OAK,1981OAK,AL,0,1,1,1,0,0,0,10,6,5,0,2,2,0.375,13.5,0,0,1,0,19,0,5,0,0,0,,
1500,mccatst01,1981,AWDIV,OAK,1981OAK,AL,1,0,1,1,1,0,0,27,6,1,0,4,3,0.188,1,0,0,0,0,37,0,1,1,0,0,,
1501,mcclubo01,1981,AEDIV,ML4,1981ML4,AL,0,0,3,0,0,0,0,10,4,0,0,0,2,0.308,0,0,0,0,0,13,0,0,0,0,0,,
1502,mcgratu01,1981,NEDIV,PHI,1981PHI,NL,1,0,2,0,0,0,0,12,2,0,0,0,2,0.167,0,0,0,0,0,12,2,0,0,0,1,,
1503,niedeto01,1981,NLCS,LAN,1981LAN,NL,0,0,1,0,0,0,0,1,2,0,0,0,0,0.667,0,0,0,0,0,3,0,0,0,0,0,,
1504,niedeto01,1981,NWDIV,LAN,1981LAN,NL,0,0,1,0,0,0,0,1,1,0,0,1,1,0.5,0,1,0,0,0,3,1,0,0,0,0,,
1505,niedeto01,1981,WS,LAN,1981LAN,NL,0,0,2,0,0,0,0,15,3,0,0,1,0,0.158,0,1,0,0,0,20,0,2,0,0,0,,
1506,niekrjo01,1981,NWDIV,HOU,1981HOU,NL,0,0,1,1,0,0,0,24,7,0,0,3,4,0.233,0,0,0,0,0,34,0,0,1,0,0,,
1507,nolesdi01,1981,NEDIV,PHI,1981PHI,NL,0,0,1,1,0,0,0,12,4,2,1,2,5,0.25,4.5,0,0,0,0,18,0,2,0,0,0,,
1508,norrimi01,1981,ALCS,OAK,1981OAK,AL,0,1,1,1,0,0,0,22,6,3,0,2,4,0.222,3.68,0,0,0,0,30,0,3,1,0,0,,
1509,norrimi01,1981,AWDIV,OAK,1981OAK,AL,1,0,1,1,1,1,0,27,4,0,0,3,2,0.129,0,0,0,0,0,34,0,0,0,0,1,,
1510,owchibo01,1981,ALCS,OAK,1981OAK,AL,0,0,1,0,0,0,0,5,3,1,1,0,0,0.429,5.4,0,0,0,0,8,1,1,0,1,0,,
1511,penaal01,1981,NLCS,LAN,1981LAN,NL,0,0,2,0,0,0,0,7,1,0,0,0,0,0.125,0,0,0,0,0,8,1,0,0,0,0,,
1512,quiseda01,1981,AWDIV,KCA,1981KCA,AL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.333,0,0,0,0,0,4,1,0,1,0,0,,
1513,reardje01,1981,NEDIV,MON,1981MON,NL,0,1,3,0,0,0,2,13,1,1,1,1,2,0.071,2.08,1,0,0,0,15,3,1,0,0,0,,
1514,reardje01,1981,NLCS,MON,1981MON,NL,0,0,1,0,0,0,0,3,3,3,2,0,0,0.5,27,0,0,0,0,6,1,3,0,0,0,,
1515,reedro01,1981,NEDIV,PHI,1981PHI,NL,0,0,4,0,0,0,0,18,5,2,0,3,4,0.238,3,1,1,0,0,25,3,2,0,1,0,,
1516,reuscri01,1981,AEDIV,NYA,1981NYA,AL,0,1,1,1,0,0,0,18,4,2,0,1,3,0.2,3,0,0,0,0,22,0,2,0,1,0,,
1517,reuscri01,1981,WS,NYA,1981NYA,AL,0,0,2,1,0,0,0,11,7,2,0,3,2,0.368,4.91,2,0,0,0,22,0,3,0,0,0,,
1518,reussje01,1981,NLCS,LAN,1981LAN,NL,0,1,1,1,0,0,0,21,7,4,1,1,2,0.259,5.14,0,0,0,0,29,0,4,1,0,0,,
1519,reussje01,1981,NWDIV,LAN,1981LAN,NL,1,0,2,2,1,1,0,54,10,0,0,5,7,0.156,0,1,0,0,0,69,0,0,0,0,0,,
1520,reussje01,1981,WS,LAN,1981LAN,NL,1,1,2,2,1,0,0,35,10,5,1,3,8,0.222,3.86,1,0,0,0,48,0,5,0,0,2,,
1521,righeda01,1981,AEDIV,NYA,1981NYA,AL,2,0,2,1,0,0,0,27,8,1,0,3,13,0.229,1,0,0,0,0,38,0,1,0,0,0,,
1522,righeda01,1981,ALCS,NYA,1981NYA,AL,1,0,1,1,0,0,0,18,4,0,0,2,4,0.2,0,0,0,0,0,22,0,0,0,0,2,,
1523,righeda01,1981,WS,NYA,1981NYA,AL,0,0,1,1,0,0,0,6,5,3,1,2,1,0.5,13.5,0,0,1,0,14,0,3,1,0,0,,
1524,rogerst01,1981,NEDIV,MON,1981MON,NL,2,0,2,2,1,1,0,53,16,1,1,3,5,0.25,0.51,1,0,0,0,67,0,1,0,0,3,,
1525,rogerst01,1981,NLCS,MON,1981MON,NL,1,1,2,1,1,0,0,30,8,2,1,1,6,0.216,1.8,0,1,0,0,38,1,2,0,0,3,,
1526,ruhleve01,1981,NWDIV,HOU,1981HOU,NL,0,1,1,1,1,0,0,24,4,2,1,2,1,0.16,2.25,1,0,0,0,29,0,2,2,0,0,,
1527,ruthvdi01,1981,NEDIV,PHI,1981PHI,NL,0,1,1,1,0,0,0,12,3,2,1,1,0,0.188,4.5,0,0,0,0,17,0,3,0,0,0,,
1528,ryanno01,1981,NWDIV,HOU,1981HOU,NL,1,1,2,2,1,0,0,45,6,3,1,3,14,0.113,1.8,0,0,0,0,56,0,4,0,0,1,,
1529,sambijo01,1981,NWDIV,HOU,1981HOU,NL,1,0,2,0,0,0,0,5,5,3,0,2,2,0.556,16.2,1,0,0,0,12,1,3,0,1,0,,
1530,sandesc01,1981,NEDIV,MON,1981MON,NL,0,0,1,1,0,0,0,8,4,2,1,2,2,0.364,6.75,0,0,0,0,14,0,4,1,0,0,,
1531,slatoji01,1981,AEDIV,ML4,1981ML4,AL,0,0,4,0,0,0,0,18,6,2,1,0,2,0.273,3,0,0,0,0,22,1,2,0,0,0,,
1532,smithbi06,1981,NWDIV,HOU,1981HOU,NL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
1533,smithda02,1981,NWDIV,HOU,1981HOU,NL,0,0,2,0,0,0,0,7,2,1,0,0,4,0.222,3.86,0,0,0,0,9,0,1,0,0,0,,
1534,sosael01,1981,NEDIV,MON,1981MON,NL,0,0,2,0,0,0,0,9,4,1,0,0,1,0.333,3,0,0,0,0,12,1,2,0,0,1,,
1535,sosael01,1981,NLCS,MON,1981MON,NL,0,0,1,0,0,0,0,1,1,0,0,1,0,0.5,0,0,0,0,0,3,0,0,0,0,0,,
1536,stewada01,1981,NWDIV,LAN,1981LAN,NL,0,2,2,0,0,0,0,2,4,3,1,0,1,0.667,40.5,0,0,0,0,6,1,3,0,0,0,,
1537,stewada01,1981,WS,LAN,1981LAN,NL,0,0,2,0,0,0,0,5,1,0,0,2,1,0.25,0,1,0,0,0,7,2,0,0,1,1,,
1538,underto01,1981,ALCS,OAK,1981OAK,AL,0,0,2,0,0,0,0,4,4,2,0,2,0,0.667,13.5,0,0,0,0,8,2,2,0,0,0,,
1539,underto01,1981,AWDIV,OAK,1981OAK,AL,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,
1540,valenfe01,1981,NLCS,LAN,1981LAN,NL,1,1,2,2,0,0,0,44,10,4,0,5,10,0.196,2.45,1,1,0,0,57,0,4,1,0,1,,
1541,valenfe01,1981,NWDIV,LAN,1981LAN,NL,1,0,2,2,1,0,0,51,10,2,0,3,10,0.172,1.06,1,0,0,0,62,0,2,1,0,0,,
1542,valenfe01,1981,WS,LAN,1981LAN,NL,1,0,1,1,1,0,0,27,9,4,2,7,6,0.281,4,2,0,0,0,40,0,4,1,0,1,,
1543,vuckope01,1981,AEDIV,ML4,1981ML4,AL,1,0,2,1,0,0,0,16,2,0,0,3,4,0.105,0,0,1,0,0,22,1,1,0,0,0,,
1544,welchbo01,1981,NLCS,LAN,1981LAN,NL,0,0,3,0,0,0,1,5,2,1,0,0,2,0.286,5.4,0,0,0,0,7,1,1,0,0,0,,
1545,welchbo01,1981,NWDIV,LAN,1981LAN,NL,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,,
1546,welchbo01,1981,WS,LAN,1981LAN,NL,0,0,1,1,0,0,0,0,3,2,0,1,0,1,inf,0,0,0,0,4,0,2,0,0,0,,
1547,andujjo01,1982,NLCS,SLN,1982SLN,NL,1,0,1,1,0,0,0,20,6,2,0,2,4,0.261,2.7,0,2,0,1,25,0,2,0,0,3,,
1548,andujjo01,1982,WS,SLN,1982SLN,NL,2,0,2,2,0,0,0,40,10,2,1,1,4,0.213,1.35,0,0,0,0,49,0,3,0,1,1,,
1549,bairdo01,1982,NLCS,SLN,1982SLN,NL,0,0,1,0,0,0,0,3,2,0,0,3,0,0.5,0,2,0,0,0,8,0,0,1,0,0,,
1550,bairdo01,1982,WS,SLN,1982SLN,NL,0,1,3,0,0,0,0,6,2,2,0,2,3,0.25,9,0,0,0,0,10,0,2,0,0,0,,
1551,bedrost01,1982,NLCS,ATL,1982ATL,NL,0,0,2,0,0,0,0,3,3,2,0,1,2,0.6,18,0,1,0,0,7,0,2,0,1,0,,
1552,bernadw01,1982,ALCS,ML4,1982ML4,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,,
1553,bernadw01,1982,WS,ML4,1982ML4,AL,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,,
1554,caldwmi01,1982,ALCS,ML4,1982ML4,AL,0,1,1,1,0,0,0,9,7,5,0,1,2,0.438,15,0,1,0,0,18,0,6,0,1,0,,
1555,caldwmi01,1982,WS,ML4,1982ML4,AL,2,0,3,2,1,1,0,53,19,4,0,3,6,0.268,2.04,0,0,0,0,74,1,4,0,0,1,,
1556,campri01,1982,NLCS,ATL,1982ATL,NL,0,1,1,1,0,0,0,3,4,4,0,1,0,0.571,36,0,0,0,0,8,0,4,0,0,0,,
1557,forscbo01,1982,NLCS,SLN,1982SLN,NL,1,0,1,1,1,1,0,27,3,0,0,0,6,0.1,0,0,0,0,0,30,0,0,0,0,0,,
1558,forscbo01,1982,WS,SLN,1982SLN,NL,0,2,2,2,0,0,0,38,18,7,2,3,4,0.333,4.97,0,0,1,0,59,0,10,1,0,1,,
1559,garbege01,1982,NLCS,ATL,1982ATL,NL,0,1,2,0,0,0,0,10,4,3,1,1,3,0.308,8.1,0,0,0,0,15,2,3,1,0,0,,
1560,goltzda01,1982,ALCS,CAL,1982CAL,AL,0,0,1,0,0,0,0,11,4,3,1,2,2,0.308,7.36,0,0,0,0,16,0,3,1,0,0,,
1561,haasmo01,1982,ALCS,ML4,1982ML4,AL,1,0,1,1,0,0,0,22,5,4,1,5,7,0.185,4.91,0,0,0,0,32,0,5,0,0,0,,
1562,haasmo01,1982,WS,ML4,1982ML4,AL,0,0,2,1,0,0,0,22,8,6,0,3,4,0.276,7.36,1,1,0,0,33,0,7,0,1,0,,
1563,hasslan01,1982,ALCS,CAL,1982CAL,AL,0,0,2,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,8,2,0,0,0,0,,
1564,johnto01,1982,ALCS,CAL,1982CAL,AL,1,1,2,2,1,0,0,37,11,7,1,6,6,0.234,5.11,1,3,1,0,54,0,9,0,0,1,,
1565,kaatji01,1982,WS,SLN,1982SLN,NL,0,0,4,0,0,0,0,7,4,1,0,2,2,0.4,3.86,1,1,0,0,12,0,1,0,0,1,,
1566,kisonbr01,1982,ALCS,CAL,1982CAL,AL,1,0,2,2,1,0,0,42,8,3,2,3,12,0.163,1.93,0,0,0,0,53,0,4,0,1,1,,
1567,laddpe01,1982,ALCS,ML4,1982ML4,AL,0,0,3,0,0,0,2,10,0,0,0,0,5,0,0,0,0,0,0,10,2,0,1,0,0,,
1568,laddpe01,1982,WS,ML4,1982ML4,AL,0,0,1,0,0,0,0,2,1,0,0,2,0,0.5,0,0,0,0,0,4,1,0,0,0,0,,
1569,lahtije01,1982,WS,SLN,1982SLN,NL,0,0,2,0,0,0,0,5,4,2,0,1,1,0.444,10.8,1,0,0,0,10,2,2,0,0,0,,
1570,lapoida01,1982,WS,SLN,1982SLN,NL,0,0,2,1,0,0,0,25,10,3,0,2,3,0.294,3.24,0,0,0,0,36,0,6,0,0,1,,
1571,mahleri01,1982,NLCS,ATL,1982ATL,NL,0,0,1,0,0,0,0,5,3,0,0,2,0,0.375,0,1,0,0,0,11,0,0,1,0,0,,
1572,mcclubo01,1982,ALCS,ML4,1982ML4,AL,1,0,1,0,0,0,0,5,2,0,0,0,0,0.333,0,0,0,0,0,6,0,0,0,0,1,,
1573,mcclubo01,1982,WS,ML4,1982ML4,AL,0,2,5,0,0,0,2,13,5,2,0,3,5,0.294,4.15,0,0,0,0,20,3,2,0,0,1,,
1574,medicdo01,1982,WS,ML4,1982ML4,AL,0,0,1,0,0,0,0,6,5,4,0,1,0,0.417,18,0,2,0,0,13,0,6,0,0,0,,
1575,mooredo01,1982,NLCS,ATL,1982ATL,NL,0,0,2,0,0,0,0,8,2,0,0,0,1,0.222,0,0,0,1,0,11,0,0,1,0,0,,
1576,niekrph01,1982,NLCS,ATL,1982ATL,NL,0,0,1,1,0,0,0,18,6,2,0,4,5,0.273,3,0,1,0,0,27,0,2,1,0,0,,
1577,perezpa01,1982,NLCS,ATL,1982ATL,NL,0,1,2,1,0,0,0,26,10,5,0,2,4,0.294,5.19,0,0,0,0,38,0,5,1,1,0,,
1578,sanchlu01,1982,ALCS,CAL,1982CAL,AL,0,1,2,0,0,0,0,8,4,2,0,1,1,0.333,6.75,0,0,0,0,13,1,2,0,0,0,,
1579,slatoji01,1982,ALCS,ML4,1982ML4,AL,0,0,2,0,0,0,1,14,3,1,1,1,3,0.176,1.93,0,0,0,0,18,1,2,0,0,0,,
1580,slatoji01,1982,WS,ML4,1982ML4,AL,1,0,2,0,0,0,0,8,1,0,0,2,1,0.111,0,0,0,0,0,11,0,0,0,0,1,,
1581,stupejo01,1982,NLCS,SLN,1982SLN,NL,0,0,1,1,0,0,0,18,4,2,0,1,4,0.2,3,0,0,0,0,23,0,3,1,1,0,,
1582,stupejo01,1982,WS,SLN,1982SLN,NL,1,0,2,2,1,0,0,39,10,5,1,5,5,0.213,3.46,0,3,0,0,52,0,5,0,0,3,,
1583,suttebr01,1982,NLCS,SLN,1982SLN,NL,1,0,2,0,0,0,1,13,0,0,0,0,1,0,0,0,0,0,0,12,2,0,0,0,0,,
1584,suttebr01,1982,WS,SLN,1982SLN,NL,1,0,4,0,0,0,2,23,6,4,1,3,6,0.207,4.7,1,0,0,0,32,4,4,0,0,0,,
1585,suttodo01,1982,ALCS,ML4,1982ML4,AL,1,0,1,1,0,0,0,23,8,3,1,2,9,0.267,3.52,0,0,0,0,32,0,3,0,0,0,,
1586,suttodo01,1982,WS,ML4,1982ML4,AL,0,1,2,2,0,0,0,31,12,9,2,1,5,0.279,7.84,0,0,0,1,45,0,11,1,0,0,,
1587,vuckope01,1982,ALCS,ML4,1982ML4,AL,0,1,2,2,1,0,0,43,15,7,1,7,8,0.306,4.4,0,0,1,0,62,0,7,4,1,3,,
1588,vuckope01,1982,WS,ML4,1982ML4,AL,0,1,2,2,0,0,0,42,16,7,2,5,4,0.276,4.5,1,0,0,0,64,0,9,0,0,0,,
1589,walkbo01,1982,NLCS,ATL,1982ATL,NL,0,0,1,0,0,0,0,3,2,1,0,1,1,0.4,9,1,0,0,0,7,1,1,0,1,0,,
1590,wittmi01,1982,ALCS,CAL,1982CAL,AL,0,0,1,0,0,0,0,9,2,2,1,2,3,0.2,6,0,0,0,0,13,0,2,1,0,0,,
1591,zahnge01,1982,ALCS,CAL,1982CAL,AL,0,1,1,1,0,0,0,11,4,3,0,1,2,0.333,7.36,0,0,1,0,16,0,3,0,2,1,,
1592,agostju01,1983,ALCS,CHA,1983CHA,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,,
1593,anderla02,1983,WS,PHI,1983PHI,NL,0,0,2,0,0,0,0,12,4,1,0,0,1,0.267,2.25,0,0,0,0,15,1,1,0,0,1,,
1594,bannifl01,1983,ALCS,CHA,1983CHA,AL,0,1,1,1,0,0,0,18,5,3,1,1,5,0.208,4.5,0,0,0,0,25,0,4,0,0,0,,
1595,barojsa01,1983,ALCS,CHA,1983CHA,AL,0,0,2,0,0,0,0,3,4,2,0,0,0,0.571,18,0,0,0,0,7,0,2,0,0,0,,
1596,beckwjo01,1983,NLCS,LAN,1983LAN,NL,0,0,2,0,0,0,0,7,1,0,0,2,3,0.125,0,2,0,0,0,11,0,0,1,0,0,,
1597,boddimi01,1983,ALCS,BAL,1983BAL,AL,1,0,1,1,1,1,0,27,5,0,0,3,14,0.161,0,0,0,2,0,36,0,0,0,0,0,,
1598,boddimi01,1983,WS,BAL,1983BAL,AL,1,0,1,1,1,0,0,27,3,0,0,0,6,0.103,0,0,0,0,0,30,0,1,0,1,1,,
1599,burnsbr01,1983,ALCS,CHA,1983CHA,AL,0,1,1,1,0,0,0,28,6,1,1,5,8,0.194,0.96,0,0,1,0,38,0,1,1,0,2,,
1600,bystrma01,1983,WS,PHI,1983PHI,NL,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,0,,
1601,carltst01,1983,NLCS,PHI,1983PHI,NL,2,0,2,2,0,0,0,41,13,1,1,5,13,0.265,0.66,0,1,1,0,57,0,1,2,0,0,,
1602,carltst01,1983,WS,PHI,1983PHI,NL,0,1,1,1,0,0,0,20,5,2,1,3,7,0.208,2.7,0,1,0,0,27,0,3,0,0,2,,
1603,davisst02,1983,ALCS,BAL,1983BAL,AL,0,0,1,1,0,0,0,18,5,0,0,2,2,0.227,0,0,0,0,0,24,0,0,0,0,0,,
1604,davisst02,1983,WS,BAL,1983BAL,AL,1,0,1,1,0,0,0,15,6,3,0,1,3,0.3,5.4,0,1,0,0,21,0,3,0,0,1,,
1605,dennyjo01,1983,NLCS,PHI,1983PHI,NL,0,1,1,1,0,0,0,18,5,0,0,3,3,0.208,0,1,0,1,0,28,0,3,0,0,0,,
1606,dennyjo01,1983,WS,PHI,1983PHI,NL,1,1,2,2,0,0,0,39,12,5,1,3,9,0.235,3.46,2,0,0,0,54,0,5,0,0,0,,
1607,dotsori01,1983,ALCS,CHA,1983CHA,AL,0,1,1,1,0,0,0,15,6,6,1,3,3,0.316,10.8,0,0,1,0,23,0,6,0,0,1,,
1608,flanami01,1983,ALCS,BAL,1983BAL,AL,1,0,1,1,0,0,0,15,5,1,0,0,1,0.263,1.8,0,0,1,0,20,0,1,0,0,1,,
1609,flanami01,1983,WS,BAL,1983BAL,AL,0,0,1,1,0,0,0,12,6,2,2,1,1,0.353,4.5,0,0,0,0,18,0,2,0,0,0,,
1610,hernawi01,1983,WS,PHI,1983PHI,NL,0,0,3,0,0,0,0,12,0,0,0,1,4,0,0,0,0,1,0,14,0,0,0,1,0,,
1611,hollaal01,1983,NLCS,PHI,1983PHI,NL,0,0,2,0,0,0,1,9,1,0,0,0,3,0.091,0,0,0,0,0,11,2,0,0,0,0,,
1612,hollaal01,1983,WS,PHI,1983PHI,NL,0,0,2,0,0,0,1,11,1,0,0,0,5,0.077,0,0,0,0,0,13,2,0,0,0,0,,
1613,honeyri01,1983,NLCS,LAN,1983LAN,NL,0,0,2,0,0,0,0,5,4,4,1,0,2,0.444,21.6,0,0,0,0,9,0,4,0,0,0,,
1614,hoytla01,1983,ALCS,CHA,1983CHA,AL,1,0,1,1,1,0,0,27,5,1,0,0,4,0.161,1,0,0,0,0,31,0,1,0,0,1,,
1615,hudsoch02,1983,NLCS,PHI,1983PHI,NL,1,0,1,1,1,0,0,27,4,2,1,2,9,0.125,2,0,0,0,0,34,0,2,0,0,0,,
1616,hudsoch02,1983,WS,PHI,1983PHI,NL,0,2,2,2,0,0,0,25,9,8,4,1,6,0.273,8.64,0,0,0,0,35,0,8,0,1,0,,
1617,koosmje01,1983,ALCS,CHA,1983CHA,AL,0,0,1,0,0,0,0,1,1,2,0,2,0,0.5,54,1,0,0,0,4,0,3,0,0,0,,
1618,lampde01,1983,ALCS,CHA,1983CHA,AL,0,0,3,0,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,9,3,1,0,2,1,,
1619,martiti01,1983,ALCS,BAL,1983BAL,AL,1,0,2,0,0,0,0,18,5,0,0,3,5,0.227,0,0,1,0,1,25,2,0,0,0,0,,
1620,martiti01,1983,WS,BAL,1983BAL,AL,0,0,3,0,0,0,2,9,3,1,0,0,0,0.273,3,0,0,0,0,11,3,1,0,0,1,,
1621,mcgresc01,1983,ALCS,BAL,1983BAL,AL,0,1,1,1,0,0,0,20,6,1,0,3,2,0.25,1.35,0,0,0,1,28,0,2,1,0,1,,
1622,mcgresc01,1983,WS,BAL,1983BAL,AL,1,1,2,2,1,1,0,51,9,2,2,2,12,0.155,1.06,0,0,0,0,60,0,2,0,0,2,,
1623,niedeto01,1983,NLCS,LAN,1983LAN,NL,0,0,2,0,0,0,1,6,0,0,0,1,3,0,0,0,0,0,0,7,2,0,0,0,0,,
1624,palmeji01,1983,WS,BAL,1983BAL,AL,1,0,1,0,0,0,0,6,2,0,0,1,1,0.25,0,0,1,0,0,9,0,0,0,0,0,,
1625,penaal01,1983,NLCS,LAN,1983LAN,NL,0,0,1,0,0,0,0,8,4,2,1,1,3,0.4,6.75,0,2,0,0,12,0,2,0,1,0,,
1626,reedro01,1983,NLCS,PHI,1983PHI,NL,0,0,2,0,0,0,0,10,4,1,0,1,3,0.308,2.7,0,0,0,0,14,1,2,0,0,0,,
1627,reedro01,1983,WS,PHI,1983PHI,NL,0,0,3,0,0,0,0,10,4,1,0,2,4,0.286,2.7,1,0,0,0,16,2,1,0,0,0,,
1628,reussje01,1983,NLCS,LAN,1983LAN,NL,0,2,2,2,0,0,0,36,14,6,2,3,4,0.286,4.5,1,1,0,0,53,0,6,1,0,0,,
1629,stewasa01,1983,ALCS,BAL,1983BAL,AL,0,0,2,0,0,0,1,13,2,0,0,1,2,0.133,0,0,0,0,0,16,1,0,0,0,0,,
1630,stewasa01,1983,WS,BAL,1983BAL,AL,0,0,3,0,0,0,0,15,2,0,0,2,6,0.125,0,0,0,0,1,18,0,0,0,0,0,,
1631,tidrodi01,1983,ALCS,CHA,1983CHA,AL,0,0,1,0,0,0,0,9,1,1,0,3,3,0.1,3,1,0,0,0,13,0,1,0,0,0,,
